,Acc_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
14149,201001PY20433,2,1,1,1,9,3,0,0,0,0,-1,9,1
17278,201001SX20008,1,1,1,2,8,3,0,0,0,0,-1,9,1
17279,201001SX20008,2,2,1,1,8,3,0,0,0,0,-1,9,1
17393,201001SX20127,1,1,1,2,5,3,0,0,0,0,-1,9,1
17395,201001SX20129,2,1,1,1,-1,3,0,0,0,0,-1,9,1
17431,201001SX20165,1,1,1,1,4,3,0,0,0,0,-1,9,1
17432,201001SX20165,1,2,2,2,4,3,0,0,1,0,-1,9,1
17480,201001SX20213,1,1,2,2,5,3,0,0,1,0,-1,9,1
17481,201001SX20213,2,2,1,1,8,3,0,0,0,0,-1,9,-1
17484,201001SX20216,2,1,1,1,6,3,0,0,0,0,-1,19,2
17668,201001SX20396,2,1,1,1,10,3,0,0,0,0,-1,9,1
17914,201001SX20635,2,1,1,2,10,2,0,0,0,0,-1,9,1
17915,201001SX20635,2,2,2,2,11,2,0,0,2,0,-1,9,1
17943,201001SX20663,1,1,1,1,8,3,0,0,0,0,-1,9,1
17949,201001SX20671,1,1,1,1,7,3,0,0,0,0,-1,9,1
17950,201001SX20671,1,2,2,1,6,3,0,0,1,0,-1,9,1
17951,201001SX20671,2,3,1,1,8,3,0,0,0,0,-1,9,1
17985,201001SX20708,1,1,1,1,8,2,0,0,0,0,-1,5,1
18013,201001SX20734,1,1,1,1,6,3,0,0,0,0,-1,5,3
18085,201001SX20803,1,1,1,1,7,3,0,0,0,0,-1,9,1
18086,201001SX20803,1,2,2,1,6,3,0,0,2,0,-1,9,-1
18151,201001SX20868,1,1,1,1,5,3,0,0,0,0,-1,19,1
18186,201001SX20899,1,1,2,2,6,3,0,0,1,0,-1,9,1
18209,201001SX20920,1,1,1,1,-1,2,0,0,0,0,-1,9,1
18316,201001SX21014,2,1,1,1,6,3,0,0,0,0,-1,9,-1
18317,201001SX21014,2,2,2,1,6,3,0,0,1,0,-1,9,1
18318,201001SX21014,2,3,2,1,4,3,0,0,2,0,-1,9,1
18325,201001SX21021,1,1,1,1,5,3,0,0,0,0,-1,9,1
18326,201001SX21023,1,1,1,2,6,3,0,0,0,0,-1,9,1
18333,201001SX21032,2,1,1,1,-1,2,0,0,0,0,-1,9,-1
18334,201001SX21032,2,2,2,2,5,3,0,0,2,0,-1,9,1
18380,201001SX21086,1,1,1,2,11,3,0,0,0,0,-1,9,1
18440,201001SX21133,1,1,1,1,5,3,0,0,0,0,-1,9,1
18460,201001SX21153,2,1,1,1,6,3,0,0,0,0,-1,9,-1
18512,201001SX21200,1,1,1,1,6,3,0,0,0,0,-1,9,1
18584,201001SX21266,2,1,1,2,6,3,0,0,0,0,-1,9,1
18659,201001SX21330,2,1,1,1,-1,3,0,0,0,0,-1,9,-1
18875,201001TA00173,2,1,1,1,7,3,0,0,0,0,-1,9,3
18876,201001TA00173,4,2,1,1,7,2,0,0,0,0,-1,21,1
18938,201001TA00228,1,1,1,1,8,3,0,0,0,0,-1,9,1
19105,201001TA00415,1,1,1,1,6,2,0,0,0,0,-1,19,1
19106,201001TA00415,1,2,2,1,7,2,0,0,0,0,-1,19,1
19107,201001TA00415,2,3,1,1,7,2,0,0,0,0,-1,9,-1
19109,201001TA00417,1,1,1,1,6,2,0,0,0,0,-1,9,1
19110,201001TA00417,2,2,1,1,9,3,0,0,0,0,-1,8,1
19111,201001TA00417,2,4,2,2,7,3,0,0,1,0,-1,8,-1
19112,201001TA00417,3,3,1,1,10,2,0,0,0,0,-1,9,1
19159,201001TB00007,1,1,2,1,4,2,0,0,2,0,-1,9,1
19786,201001TB00608,2,1,1,2,10,1,0,0,0,0,-1,9,1
19827,201001TB00658,1,1,1,1,5,3,0,0,0,0,-1,9,1
20127,201001TC00096,1,1,3,1,9,1,5,1,0,0,-1,0,-1
20723,201001TX20009,1,1,1,2,6,3,0,0,0,0,-1,9,1
20728,201001TX20014,1,1,1,2,5,3,0,0,0,0,-1,9,1
20729,201001TX20014,4,2,2,2,7,3,0,0,1,0,-1,9,-1
20733,201001TX20027,1,1,1,1,8,3,0,0,0,0,-1,5,1
20747,201001TX20039,2,1,1,1,6,3,0,0,0,0,-1,9,1
20754,201001TX20042,1,1,1,1,6,3,0,0,0,0,-1,9,1
20768,201001TX20056,1,1,1,1,7,3,0,0,0,0,-1,9,1
20777,201001TX20065,2,1,1,1,9,3,0,0,0,0,-1,9,1
20793,201001TX20078,1,1,1,1,8,3,0,0,0,0,-1,9,1
20815,201001TX20097,1,2,2,1,5,3,0,0,1,0,-1,9,1
20816,201001TX20097,2,1,1,1,8,3,0,0,0,0,-1,9,1
20818,201001TX20102,1,1,1,1,7,3,0,0,0,0,-1,9,1
20819,201001TX20102,1,2,2,2,6,3,0,0,1,0,-1,9,1
20820,201001TX20102,1,3,2,2,2,3,0,0,2,0,-1,9,1
20821,201001TX20102,2,4,1,1,7,3,0,0,0,0,-1,9,1
20822,201001TX20104,2,1,1,1,9,3,0,0,0,0,-1,8,1
20865,201001TX20142,2,1,1,1,7,2,0,0,0,0,-1,4,1
20880,201001TX20158,1,1,1,1,6,3,0,0,0,0,-1,9,1
20881,201001TX20159,2,1,1,1,7,3,0,0,0,0,-1,9,1
20894,201001TX20166,1,1,2,1,4,3,0,0,0,0,-1,90,-1
20920,201001TX20194,1,2,2,2,6,3,0,0,1,0,-1,9,1
20921,201001TX20194,3,1,1,1,6,3,0,0,0,0,-1,9,1
20929,201001TX20200,4,1,1,1,6,3,0,0,0,0,-1,9,1
20980,201001TX20247,1,1,1,2,6,3,0,0,0,0,-1,9,1
20981,201001TX20247,2,2,1,1,6,3,0,0,0,0,-1,9,1
20998,201001TX20262,2,1,1,1,8,3,0,0,0,0,-1,9,1
20999,201001TX20262,2,2,2,2,8,3,0,0,1,0,-1,9,1
21000,201001TX20262,4,3,2,2,7,2,0,0,1,0,-1,9,1
21034,201001TX20299,1,1,2,2,2,3,0,0,2,0,-1,9,1
21094,201001TX20362,1,1,1,1,7,2,0,0,0,0,-1,5,1
21127,201001TX20387,1,2,2,2,6,3,0,0,1,0,-1,9,1
21128,201001TX20387,2,1,1,1,9,3,0,0,0,0,-1,8,3
21129,201001TX20388,2,1,1,2,5,2,0,0,0,0,-1,9,1
21130,201001TX20388,2,2,2,1,5,2,0,0,1,0,-1,9,-1
21132,201001TX20390,1,1,1,1,7,3,0,0,0,0,-1,8,3
21136,201001TX20396,2,1,1,1,8,3,0,0,0,0,-1,9,1
21184,201001TX20442,2,1,2,1,-1,3,0,0,1,0,-1,9,2
21185,201001TX20442,2,2,2,1,-1,3,0,0,2,0,-1,9,1
21193,201001TX20452,1,1,1,1,10,3,0,0,0,0,-1,9,1
21216,201001TX20473,1,1,1,2,7,3,0,0,0,0,-1,9,1
21267,201001TX20510,1,1,1,1,6,2,0,0,0,0,-1,9,1
21269,201001TX20512,2,1,1,1,6,3,0,0,0,0,-1,9,-1
21270,201001TX20512,2,2,2,1,5,3,0,0,1,0,-1,9,-1
21282,201001TX20527,2,1,1,1,9,2,0,0,0,0,-1,9,1
21285,201001TX20530,1,1,1,1,7,3,0,0,0,0,-1,9,1
21286,201001TX20530,3,2,1,2,7,3,0,0,0,0,-1,9,2
21299,201001TX20543,1,1,1,2,8,3,0,0,0,0,-1,8,1
21300,201001TX20543,2,2,1,1,8,3,0,0,0,0,-1,8,1
21301,201001TX20544,1,1,1,1,9,3,0,0,0,0,-1,3,1
21305,201001TX20546,1,1,2,2,5,3,0,0,1,0,-1,9,-1
21306,201001TX20546,1,2,2,2,8,3,0,0,2,0,-1,9,1
21314,201001TX20555,1,1,1,1,6,3,0,0,0,0,-1,9,1
21315,201001TX20555,2,2,1,1,6,3,0,0,0,0,-1,9,1
21318,201001TX20558,3,1,1,1,8,3,0,0,0,0,-1,9,1
21325,201001TX20566,1,1,1,1,6,3,0,0,0,0,-1,9,1
21326,201001TX20566,2,2,1,1,7,3,0,0,0,0,-1,9,1
21327,201001TX20566,2,3,2,2,6,3,0,0,1,0,-1,9,-1
21328,201001TX20566,2,4,2,1,4,3,0,0,1,0,-1,9,1
21354,201001TX20587,1,1,1,1,7,3,0,0,0,0,-1,3,1
21390,201001TX20626,1,1,2,1,3,3,0,0,1,0,-1,9,1
21391,201001TX20626,1,2,2,1,3,3,0,0,2,0,-1,9,1
21392,201001TX20626,2,4,2,2,-1,3,0,0,2,0,-1,9,-1
21393,201001TX20626,2,5,2,2,-1,3,0,0,2,0,-1,9,-1
21394,201001TX20626,3,3,1,2,6,3,0,0,0,0,-1,9,1
21432,201001TX20661,2,1,2,2,6,3,0,0,1,0,-1,9,-1
21433,201001TX20661,4,2,2,2,3,3,0,0,2,0,-1,9,1
21440,201001TX20672,2,1,1,1,5,3,0,0,0,0,-1,19,1
21465,201001TX20697,2,1,1,1,6,3,0,0,0,0,-1,5,1
21472,201001TX20704,2,1,1,1,5,3,0,0,0,0,-1,9,1
21486,201001TX20721,2,1,2,2,8,3,0,0,1,0,-1,9,1
21502,201001TX20739,1,1,1,1,6,3,0,0,0,0,-1,9,1
21503,201001TX20739,2,2,1,1,6,3,0,0,0,0,-1,9,-1
21504,201001TX20739,2,3,2,2,6,3,0,0,1,0,-1,9,-1
21522,201001TX20757,2,1,2,1,6,3,0,0,1,0,-1,9,1
21527,201001TX20763,1,1,1,1,7,3,0,0,0,0,-1,9,1
21528,201001TX20763,1,2,2,1,6,3,0,0,1,0,-1,9,1
21529,201001TX20763,1,3,2,1,4,3,0,0,2,0,-1,9,1
21534,201001TX20769,1,1,1,2,8,3,0,0,0,0,-1,9,1
21559,201001TX20793,2,1,1,2,7,3,0,0,0,0,-1,9,1
21560,201001TX20793,3,2,1,1,7,3,0,0,0,0,-1,9,1
21569,201001TX20801,1,1,1,1,6,3,0,0,0,0,-1,9,1
21570,201001TX20801,1,2,2,2,5,3,0,0,1,0,-1,9,1
21577,201001TX20807,2,1,1,1,10,3,0,0,0,0,-1,8,-1
21590,201001TX20818,1,1,1,1,7,3,0,0,0,0,-1,9,1
21592,201001TX20820,1,1,1,1,7,3,0,0,0,0,-1,9,1
21601,201001TX20827,1,1,1,1,8,3,0,0,0,0,-1,9,1
21625,201001TX20847,1,1,1,2,8,3,0,0,0,0,-1,9,-1
21626,201001TX20847,1,2,2,2,5,3,0,0,1,0,-1,9,-1
21627,201001TX20847,1,3,2,2,-1,3,0,0,2,0,-1,9,-1
24516,201001XH30023,2,1,1,2,4,3,0,0,0,0,-1,9,1
24521,201001XH30032,2,1,2,1,8,3,0,0,2,0,-1,8,-1
24534,201001XH30049,2,1,1,1,-1,3,0,0,0,0,-1,9,-1
24535,201001XH30050,1,1,1,1,6,3,0,0,0,0,-1,9,1
24536,201001XH30050,2,2,1,1,6,3,0,0,0,0,-1,9,1
24537,201001XH30050,2,3,2,2,-1,2,0,0,1,0,-1,9,1
24546,201001XH30057,2,1,1,1,8,3,0,0,0,0,-1,5,1
24553,201001XH30062,1,1,1,1,4,3,0,0,0,0,-1,9,-1
24554,201001XH30062,3,2,1,1,7,3,0,0,0,0,-1,9,3
24557,201001XH30065,1,1,1,2,4,3,0,0,0,0,-1,9,-1
24582,201001XH30085,2,2,1,1,8,3,0,0,0,0,-1,9,1
24583,201001XH30085,3,1,2,1,8,3,0,0,0,0,-1,19,1
24589,201001XH30091,1,1,1,1,5,3,0,0,0,0,-1,10,1
24590,201001XH30091,3,2,1,1,6,3,0,0,0,0,-1,9,1
24591,201001XH30091,4,3,1,2,6,3,0,0,0,0,-1,9,-1
24592,201001XH30091,5,4,1,1,9,3,0,0,0,0,-1,19,-1
24607,201001XH30107,1,1,1,1,9,3,0,0,0,0,-1,9,1
24608,201001XH30107,1,2,2,2,8,3,0,0,1,0,-1,9,1
24631,201001XH30128,2,2,1,1,7,3,0,0,0,0,-1,9,1
24632,201001XH30128,3,3,1,1,8,3,0,0,0,0,-1,9,-1
24633,201001XH30128,4,1,1,1,8,3,0,0,0,0,-1,9,-1
24692,201001XH30185,2,1,1,1,7,2,0,0,0,0,-1,5,1
24700,201001XH30194,1,1,1,1,7,3,0,0,0,0,-1,9,1
24719,201001XH30216,1,1,1,2,8,3,0,0,0,0,-1,9,1
24725,201001XH30222,1,1,1,2,7,3,0,0,0,0,-1,9,1
24771,201001XH30267,1,1,1,2,-1,3,0,0,0,0,-1,9,-1
24785,201001XH30280,2,1,1,1,-1,3,0,0,0,0,-1,9,1
24801,201001XH30294,2,1,1,2,10,3,0,0,0,0,-1,9,1
24812,201001XH30308,1,3,2,2,4,3,0,0,1,0,-1,9,-1
24813,201001XH30308,2,1,1,2,5,3,0,0,0,0,-1,9,-1
24814,201001XH30308,2,2,2,2,6,3,0,0,1,0,-1,9,1
24838,201001XH30328,2,1,1,1,7,3,0,0,0,0,-1,9,1
24926,201001XH30415,2,1,1,1,8,3,0,0,0,0,-1,19,1
24935,201001XH30423,1,1,1,1,6,3,0,0,0,0,-1,9,1
24937,201001XH30425,1,1,1,1,5,3,0,0,0,0,-1,9,2
24947,201001XH30433,1,1,1,1,6,3,0,0,0,0,-1,9,1
24958,201001XH30448,1,1,1,1,8,3,0,0,0,0,-1,9,-1
25015,201001XH30498,2,1,1,1,5,3,0,0,0,0,-1,9,1
25018,201001XH30501,1,1,2,1,5,3,0,0,1,0,-1,9,1
25041,201001XH30527,1,1,1,1,-1,3,0,0,0,0,-1,4,1
25044,201001XH30530,1,1,1,2,5,3,0,0,0,0,-1,9,1
25045,201001XH30530,1,2,2,1,6,3,0,0,1,0,-1,9,1
25058,201001XH30538,1,1,1,2,8,2,0,0,0,0,-1,9,1
25061,201001XH30542,1,1,2,2,10,3,0,0,1,0,-1,9,-1
25073,201001XH30551,2,1,1,1,6,3,0,0,0,0,-1,9,1
25085,201001XH30560,1,1,1,2,5,3,0,0,0,0,-1,9,-1
25091,201001XH30564,2,1,1,1,5,3,0,0,0,0,-1,9,1
25092,201001XH30564,2,3,2,2,6,3,0,0,1,0,-1,9,1
25093,201001XH30564,2,4,2,1,6,3,0,0,2,0,-1,9,1
25094,201001XH30564,3,2,1,1,6,3,0,0,0,0,-1,9,1
25117,201001XH30583,1,1,1,1,7,3,0,0,0,0,-1,9,-1
25153,201001XH30624,1,1,1,2,-1,3,0,0,0,0,-1,9,-1
25163,201001XH30633,1,1,1,2,-1,3,0,0,0,0,-1,9,-1
25164,201001XH30634,1,1,1,1,7,3,0,0,0,0,-1,9,-1
25176,201001XH30647,1,1,1,1,6,3,0,0,0,0,-1,9,-1
25191,201001XH30661,1,1,2,2,8,3,0,0,1,0,-1,9,1
25200,201001XH30670,2,1,1,2,6,3,0,0,0,0,-1,9,1
25255,201001XH30719,1,1,1,1,7,3,0,0,0,0,-1,9,1
25256,201001XH30720,1,1,1,1,-1,2,0,0,0,0,-1,9,-1
25285,201001XH30746,1,1,2,1,5,3,0,0,1,0,-1,9,1
25286,201001XH30746,1,2,1,2,4,3,0,0,0,0,-1,9,1
25305,201001XH30763,2,1,1,2,6,3,0,0,0,0,-1,9,1
25322,201001XH30784,1,1,2,2,7,3,0,0,1,0,-1,9,1
25331,201001XH30795,1,1,1,2,8,3,0,0,0,0,-1,9,1
25332,201001XH30795,1,2,2,1,4,3,0,0,2,0,-1,9,-1
25333,201001XH30795,1,3,2,1,8,3,0,0,2,0,-1,9,-1
25371,201001XH30831,1,1,1,1,-1,3,0,0,0,0,-1,9,-1
25373,201001XH30833,2,1,1,1,6,3,0,0,0,0,-1,9,1
25388,201001XH30850,1,1,1,1,10,3,0,0,0,0,-1,9,1
25394,201001XH30857,1,1,1,2,6,3,0,0,0,0,-1,9,1
25402,201001XH30868,1,1,1,1,9,3,0,0,0,0,-1,9,1
25403,201001XH30868,1,2,2,1,8,3,0,0,1,0,-1,9,-1
25431,201001XH30897,2,1,2,2,6,3,0,0,2,0,-1,9,1
25432,201001XH30897,2,2,2,1,4,3,0,0,2,0,-1,9,1
25433,201001XH30897,2,3,2,2,9,3,0,0,2,0,-1,9,1
25442,201001XH30905,1,1,1,1,6,3,0,0,0,0,-1,9,1
25479,201001YE80026,1,2,2,1,5,3,0,0,1,0,-1,9,1
25480,201001YE80026,2,1,2,1,9,3,0,0,1,0,-1,9,1
25489,201001YE80035,2,1,1,2,6,3,0,0,0,0,-1,9,1
25499,201001YE80051,2,1,1,1,6,3,0,0,0,0,-1,9,-1
25587,201001YE80123,1,1,1,2,4,3,0,0,0,0,-1,9,1
25626,201001YE80163,2,1,1,1,10,3,0,0,0,0,-1,9,2
25627,201001YE80163,3,2,2,1,3,3,0,0,1,0,-1,9,-1
25722,201001YE80255,2,1,1,1,7,3,0,0,0,0,-1,9,1
25728,201001YE80260,1,1,1,1,5,3,0,0,0,0,-1,9,-1
25741,201001YE80273,1,2,1,1,9,3,0,0,0,0,-1,21,1
25742,201001YE80273,3,1,1,1,7,3,0,0,0,0,-1,9,1
25743,201001YE80273,4,3,1,1,8,3,0,0,0,0,-1,21,1
25755,201001YE80285,1,1,1,1,8,2,0,0,0,0,-1,9,1
25756,201001YE80286,1,1,1,2,5,3,0,0,0,0,-1,9,1
25781,201001YE80314,1,1,1,1,9,3,0,0,0,0,-1,19,-1
25782,201001YE80314,1,3,2,1,9,3,0,0,0,0,-1,19,1
25783,201001YE80314,2,2,1,2,5,3,0,0,0,0,-1,9,1
25791,201001YE80321,1,1,1,1,-1,3,0,0,0,0,-1,9,1
25792,201001YE80321,1,3,2,2,4,2,0,0,2,0,-1,9,1
25793,201001YE80321,2,2,1,1,9,3,0,0,0,0,-1,9,-1
25817,201001YE80345,1,1,1,1,6,3,0,0,0,0,-1,9,1
25832,201001YE80359,1,1,1,2,5,2,0,0,0,0,-1,9,1
25845,201001YE80375,1,1,1,1,9,3,0,0,0,0,-1,9,1
25909,201001YE80430,1,1,1,1,6,3,0,0,0,0,-1,9,1
25910,201001YE80430,2,2,1,1,6,3,0,0,0,0,-1,19,1
25960,201001YE80480,3,1,1,1,4,3,0,0,0,0,-1,9,1
25988,201001YE80510,2,1,1,1,6,3,0,0,0,0,-1,9,3
26026,201001YE80549,1,1,2,2,10,3,0,0,2,0,-1,9,1
26027,201001YE80549,1,2,2,2,7,3,0,0,2,0,-1,9,1
26028,201001YE80549,1,3,2,2,4,3,0,0,1,0,-1,9,1
26029,201001YE80549,2,4,1,1,7,3,0,0,0,0,-1,9,1
26030,201001YE80549,2,5,2,2,6,3,0,0,1,0,-1,9,-1
26050,201001YE80562,1,1,1,2,8,3,0,0,0,0,-1,9,1
26051,201001YE80562,2,2,1,1,4,3,0,0,0,0,-1,9,1
26058,201001YE80569,1,1,1,1,5,3,0,0,0,0,-1,9,1
26059,201001YE80569,1,2,2,1,5,2,0,0,1,0,-1,9,1
26060,201001YE80569,1,3,2,1,4,3,0,0,2,0,-1,9,1
26096,201001YE80600,2,1,1,1,7,3,0,0,0,0,-1,21,-1
26099,201001YE80604,1,1,1,1,7,3,0,0,0,0,-1,9,1
26123,201001YE80630,1,1,1,2,8,3,0,0,0,0,-1,9,1
26155,201001YE80652,2,1,1,1,7,3,0,0,0,0,-1,9,1
26177,201001YE80674,3,1,1,1,4,3,0,0,0,0,-1,19,1
26206,201001YE80703,1,1,1,1,7,3,0,0,0,0,-1,9,1
26250,201001YE80744,1,1,1,1,9,3,0,0,0,0,-1,19,1
26251,201001YE80744,2,2,1,1,7,3,0,0,0,0,-1,9,1
26252,201001YE80744,3,3,1,1,4,3,0,0,0,0,-1,19,3
26253,201001YE80744,3,4,2,1,5,3,0,0,0,0,-1,19,3
26262,201001YE80747,1,1,1,2,5,2,0,0,0,0,-1,9,1
26266,201001YE80751,1,1,1,2,4,3,0,0,0,0,-1,9,1
26271,201001YE80757,1,1,1,1,6,3,0,0,0,0,-1,9,1
26321,201001YE80805,1,1,1,1,7,3,0,0,0,0,-1,20,-1
26326,201001YE80809,2,1,1,1,5,3,0,0,0,0,-1,19,-1
28943,2010030000015,1,1,1,1,8,3,0,0,0,0,-1,9,1
28944,2010030000015,2,2,1,2,5,3,0,0,0,0,-1,9,2
29006,2010030000157,1,1,1,1,5,3,0,0,0,0,-1,9,3
29100,2010030000341,1,1,1,1,4,3,0,0,0,0,-1,9,3
29198,2010030000524,2,1,1,2,6,3,0,0,0,0,-1,9,1
29262,2010030000648,2,1,1,1,7,3,0,0,0,0,-1,9,2
29296,2010030000724,2,1,1,1,4,3,0,0,0,0,-1,9,-1
29378,2010030000868,1,1,1,1,10,3,0,0,0,0,-1,9,1
29406,2010030000914,1,1,1,1,11,3,0,0,0,0,-1,9,-1
29428,2010030000948,1,1,1,1,9,1,0,0,0,0,-1,9,1
29465,2010030001008,1,1,1,1,4,3,0,0,0,0,-1,9,-1
29506,2010030001077,1,1,1,1,7,3,0,0,0,0,-1,9,1
29507,2010030001077,1,2,2,2,6,3,0,0,1,0,-1,9,1
29514,2010030001090,1,1,1,2,6,3,0,0,0,0,-1,9,1
29515,2010030001090,1,2,2,1,1,3,0,0,1,0,-1,9,-1
29668,2010030001262,1,1,2,1,8,3,0,0,0,0,-1,19,-1
29689,2010030001297,1,1,3,1,7,3,9,8,0,0,-1,0,2
29721,2010030001358,2,1,2,2,5,3,0,0,1,0,-1,9,1
29774,2010030001422,1,1,1,2,8,3,0,0,0,0,-1,9,3
29775,2010030001422,1,2,2,1,7,3,0,0,1,0,-1,9,3
29787,2010030001453,1,1,1,2,5,3,0,0,0,0,-1,9,1
29795,2010030001461,1,1,1,2,11,3,0,0,0,0,-1,9,2
29847,2010030001537,2,1,1,2,9,3,0,0,0,0,-1,9,2
29887,2010030001598,3,1,2,2,10,3,0,0,1,0,-1,9,1
29900,2010030001618,1,1,1,1,8,3,0,0,0,0,-1,21,2
29901,2010030001618,3,2,1,2,9,3,0,0,0,0,-1,9,1
29940,2010030001674,2,1,1,1,8,3,0,0,0,0,-1,21,1
29966,2010030001725,1,1,2,2,11,3,0,0,1,0,-1,9,-1
29967,2010030001726,1,1,1,2,6,2,0,0,0,0,-1,9,1
29968,2010030001726,1,2,2,2,3,2,0,0,1,0,-1,9,1
29969,2010030001726,1,3,2,1,2,2,0,0,2,0,-1,9,1
29970,2010030001726,1,4,2,2,3,3,0,0,2,0,-1,9,1
30004,2010030001789,1,1,1,1,7,3,0,0,0,0,-1,9,1
30005,2010030001789,1,2,2,1,6,3,0,0,1,0,-1,9,1
30130,2010030002014,1,1,1,1,6,3,0,0,0,0,-1,9,1
30138,2010030002024,1,2,2,1,5,3,0,0,1,0,-1,9,1
30139,2010030002024,2,1,1,1,10,3,0,0,0,0,-1,5,1
30163,2010030002069,1,1,1,1,5,3,0,0,0,0,-1,9,-1
30178,2010030002107,1,1,1,1,10,2,0,0,0,0,-1,9,2
30179,2010030002107,1,2,2,2,10,3,0,0,1,0,-1,9,2
30180,2010030002107,1,3,2,2,10,3,0,0,2,0,-1,9,2
30260,2010030002258,1,1,1,2,4,2,0,0,0,0,-1,9,3
30261,2010030002258,1,2,2,2,3,3,0,0,1,0,-1,9,3
30301,2010030002317,1,1,1,1,5,3,0,0,0,0,-1,9,1
30376,2010030002441,1,1,1,2,7,3,0,0,0,0,-1,9,1
30401,2010030002478,1,1,1,1,10,3,0,0,0,0,-1,9,1
30402,2010030002478,1,2,2,1,9,3,0,0,1,0,-1,9,1
30403,2010030002479,1,1,1,1,11,3,0,0,0,0,-1,9,1
30404,2010030002479,2,2,1,1,10,3,0,0,0,0,-1,9,1
30405,2010030002479,2,3,2,2,9,3,0,0,1,0,-1,9,1
30412,2010030002486,1,1,1,1,7,3,0,0,0,0,-1,9,-1
30433,2010030002535,1,1,3,1,8,1,5,1,0,0,-1,0,1
30583,2010030002801,1,1,1,1,8,2,0,0,0,0,-1,19,1
30589,2010030002813,1,1,1,1,5,3,0,0,0,0,-1,9,1
30637,2010030002922,1,1,1,1,7,2,0,0,0,0,-1,9,1
30638,2010030002922,1,2,2,2,6,3,0,0,1,0,-1,9,1
