,Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
104572,2014331400181,2,2,1,1,65,9,3,0,0,0,0,0,9,1
104573,2014331400181,3,3,1,1,34,6,3,0,0,0,0,0,9,2
104574,2014331400181,3,4,2,1,34,6,3,0,0,1,0,0,9,1
104654,2014331400244,3,1,1,2,26,6,3,0,0,0,0,0,9,1
104705,2014331400286,1,1,1,1,52,8,3,0,0,0,0,0,9,1
104706,2014331400286,1,2,2,2,43,7,3,0,0,1,0,0,9,1
104736,2014331400310,1,1,1,1,85,11,3,0,0,0,0,0,9,1
104738,2014331400312,2,1,2,1,32,6,3,0,0,1,0,0,9,1
104739,2014331400312,2,2,2,2,8,2,3,0,0,2,0,0,9,1
104740,2014331400312,2,3,2,2,10,2,3,0,0,2,0,0,9,1
104760,2014331400331,1,1,1,2,32,6,3,0,0,0,0,0,9,1
104761,2014331400331,1,2,2,2,39,7,3,0,0,1,0,0,9,1
104762,2014331400331,2,3,1,1,47,8,2,0,0,0,0,0,20,1
104903,2014331400432,1,1,1,2,24,5,3,0,0,0,0,0,9,1
104906,2014331400434,2,1,1,1,56,9,3,0,0,0,0,0,9,1
104918,2014331400444,1,1,2,1,51,8,2,0,0,2,0,0,9,1
104919,2014331400444,1,2,2,1,23,5,3,0,0,2,0,0,9,1
104929,2014331400455,1,1,1,2,19,4,3,0,0,0,0,0,9,1
104937,2014331400462,2,1,1,2,31,6,3,0,0,0,0,0,9,1
104947,2014331400478,1,1,1,1,32,6,3,0,0,0,0,0,9,-1
104948,2014331400478,1,2,2,2,-1,-1,3,0,0,1,0,0,9,-1
104968,2014331400492,1,1,1,1,23,5,3,0,0,0,0,0,19,2
104969,2014331400492,2,2,1,2,31,6,3,0,0,0,0,0,9,1
105022,2014331400542,1,1,1,1,68,10,3,0,0,0,0,0,9,-1
105110,2014331400608,2,1,2,2,10,2,3,0,0,2,0,0,9,1
105115,2014331400612,1,1,1,1,44,7,3,0,0,0,0,0,5,3
105139,2014331400633,2,1,1,2,21,5,3,0,0,0,0,0,9,2
105184,2014331400665,2,1,2,2,30,6,3,0,0,2,0,0,9,-1
105185,2014331400665,2,2,2,2,8,2,3,0,0,2,0,0,9,-1
105186,2014331400665,4,3,2,1,15,3,3,0,0,2,0,0,9,1
105187,2014331400666,1,1,1,1,27,6,3,0,0,0,0,0,19,1
105212,2014331400685,2,1,1,1,53,8,2,0,0,0,0,0,21,-1
105245,2014331400713,1,1,2,2,30,6,3,0,0,1,0,0,9,1
105246,2014331400713,1,2,2,2,15,3,3,0,0,2,0,0,9,1
105262,2014331400727,1,1,1,1,42,7,3,0,0,0,0,0,9,3
105277,2014331400735,3,1,2,1,17,4,3,0,0,1,0,0,9,1
105278,2014331400735,3,2,2,1,18,4,3,0,0,2,0,0,9,3
105288,2014331400746,1,1,1,2,38,7,3,0,0,0,0,0,21,1
105321,2014331400765,1,1,1,2,19,4,3,0,0,0,0,0,9,1
105322,2014331400767,1,1,1,1,36,7,3,0,0,0,0,0,9,1
105323,2014331400767,2,2,1,2,63,9,3,0,0,0,0,0,9,3
105326,2014331400769,1,1,1,2,29,6,3,0,0,0,0,0,9,2
105358,2014331400800,1,1,1,1,44,7,2,0,0,0,0,0,9,1
105371,2014331400810,2,1,1,2,22,5,3,0,0,0,0,0,9,3
105374,2014331400812,1,1,1,1,61,9,3,0,0,0,0,0,19,2
105375,2014331400812,2,2,1,1,38,7,3,0,0,0,0,0,9,1
105403,2014331400840,2,1,1,1,51,8,3,0,0,0,0,0,9,1
105404,2014331400840,2,2,2,2,21,5,3,0,0,1,0,0,9,1
105405,2014331400840,3,3,1,1,57,9,3,0,0,0,0,0,9,3
105425,2014331400858,1,1,1,1,28,6,3,0,0,0,0,0,9,1
105426,2014331400858,2,2,1,1,29,6,3,0,0,0,0,0,9,1
105494,2014331400912,3,1,2,2,29,6,3,0,0,1,0,0,9,1
105508,2014331400920,2,1,1,1,51,8,3,0,0,0,0,0,9,1
105515,2014331400926,1,1,1,2,22,5,3,0,0,0,0,0,9,-1
105516,2014331400926,1,2,2,2,45,7,3,0,0,1,0,0,9,1
105554,2014331400955,1,1,1,2,70,10,3,0,0,0,0,0,9,1
105558,2014331400959,1,1,1,2,26,6,3,0,0,0,0,0,19,2
105559,2014331400959,1,2,2,1,46,8,3,0,0,1,0,0,19,1
105563,2014331400963,1,1,1,1,49,8,3,0,0,0,0,0,9,1
105640,2014331401024,2,1,1,1,65,9,3,0,0,0,0,0,9,3
105645,2014331401029,1,1,1,1,46,8,3,0,0,0,0,0,21,1
105654,2014331401037,1,1,2,2,75,10,3,0,0,1,0,0,9,1
105655,2014331401037,2,2,1,1,44,7,3,0,0,0,0,0,9,1
105668,2014331401049,1,1,1,2,68,10,3,0,0,0,0,0,9,1
105694,2014331401070,1,1,1,2,52,8,3,0,0,0,0,0,9,1
105702,2014331401082,2,3,1,2,22,5,3,0,0,0,0,0,9,-1
105703,2014331401082,4,1,2,2,71,10,3,0,0,1,0,0,9,2
105704,2014331401082,4,2,1,1,72,10,3,0,0,0,0,0,9,2
105799,2014331401155,1,1,1,1,33,6,3,0,0,0,0,0,9,1
105829,2014331401182,2,1,1,1,23,5,3,0,0,0,0,0,9,1
105851,2014331401200,1,1,1,1,31,6,3,0,0,0,0,0,9,1
105877,2014331401222,1,1,2,2,21,5,3,0,0,1,0,0,9,1
105878,2014331401222,1,2,2,1,34,6,3,0,0,2,0,0,9,1
105924,2014331401261,1,1,1,1,49,8,3,0,0,0,0,0,9,1
105925,2014331401261,2,2,1,2,52,8,3,0,0,0,0,0,9,3
105929,2014331401265,1,1,1,2,21,5,3,0,0,0,0,0,9,1
106009,2014331401321,1,1,1,1,49,8,2,0,0,0,0,0,5,-1
106027,2014331401336,1,1,3,1,15,3,2,9,9,0,0,0,0,-1
106028,2014331401337,2,1,1,1,55,8,2,0,0,0,0,0,5,1
106054,2014331401357,2,1,2,2,72,10,1,0,0,1,0,0,9,1
106055,2014331401357,2,2,1,2,59,9,2,0,0,0,0,0,9,3
106056,2014331401357,3,3,2,2,76,11,3,0,0,1,0,0,9,1
106057,2014331401357,3,4,1,2,76,11,3,0,0,0,0,0,9,1
106205,2014331401479,2,1,2,2,34,6,3,0,0,1,0,0,9,-1
106266,2014331401529,1,1,1,1,26,6,3,0,0,0,0,0,9,1
106267,2014331401529,1,2,2,1,25,5,3,0,0,1,0,0,9,1
106268,2014331401529,1,3,2,1,21,5,3,0,0,2,0,0,9,1
106269,2014331401529,1,4,2,1,25,5,3,0,0,2,0,0,9,1
106270,2014331401529,1,5,2,1,25,5,3,0,0,2,0,0,9,1
106306,2014331401560,2,1,1,1,48,8,3,0,0,0,0,0,9,2
106307,2014331401560,2,2,2,1,15,3,3,0,0,2,0,0,9,2
106320,2014331401574,1,1,1,2,24,5,3,0,0,0,0,0,9,1
106321,2014331401574,1,2,2,1,28,6,3,0,0,1,0,0,9,1
106360,2014331401606,1,1,1,2,44,7,3,0,0,0,0,0,9,1
106395,2014331401638,2,1,1,1,60,9,3,0,0,0,0,0,9,1
106396,2014331401638,3,2,1,1,37,7,3,0,0,0,0,0,9,1
106428,2014331401666,2,1,1,2,51,8,3,0,0,0,0,0,9,1
106430,2014331401668,1,1,1,1,64,9,3,0,0,0,0,0,21,1
106450,2014331401684,1,1,1,1,46,8,3,0,0,0,0,0,9,-1
106451,2014331401684,2,2,1,1,55,8,3,0,0,0,0,0,21,-1
106467,2014331401699,2,1,1,1,47,8,3,0,0,0,0,0,5,1
106513,2014331401746,2,1,1,1,49,8,3,0,0,0,0,0,5,1
106603,2014331401818,1,1,1,1,29,6,3,0,0,0,0,0,19,-1
106613,2014331401827,1,1,2,2,21,5,3,0,0,2,0,0,9,-1
106614,2014331401827,1,2,2,2,24,5,3,0,0,2,0,0,9,1
106615,2014331401827,1,3,2,2,59,9,3,0,0,2,0,0,9,1
106616,2014331401828,1,1,1,1,53,8,3,0,0,0,0,0,9,1
106617,2014331401828,1,2,2,1,31,6,3,0,0,1,0,0,9,1
106618,2014331401828,2,3,2,2,23,5,3,0,0,1,0,0,9,1
106640,2014331401846,1,1,1,1,51,8,3,0,0,0,0,0,9,1
106667,2014331401870,1,1,2,2,38,7,3,0,0,1,0,0,9,1
106668,2014331401870,1,2,2,2,10,2,3,0,0,2,0,0,9,-1
106669,2014331401870,1,3,2,1,7,2,3,0,0,2,0,0,9,1
106670,2014331401870,3,4,2,2,40,7,3,0,0,1,0,0,9,1
106671,2014331401870,3,5,1,1,40,7,3,0,0,0,0,0,9,1
106721,2014331401915,1,1,1,1,49,8,3,0,0,0,0,0,9,-1
106732,2014331401925,1,1,1,1,71,10,3,0,0,0,0,0,9,1
106733,2014331401925,3,2,2,2,52,8,3,0,0,1,0,0,9,1
106751,2014331401938,2,1,1,1,45,7,3,0,0,0,0,0,9,1
106759,2014331401944,1,1,1,1,38,7,3,0,0,0,0,0,9,1
106760,2014331401944,2,2,1,1,51,8,3,0,0,0,0,0,9,1
106761,2014331401944,3,3,1,1,48,8,3,0,0,0,0,0,19,1
106806,2014331401992,1,2,2,1,29,6,3,0,0,0,0,0,10,1
106807,2014331401992,1,3,2,1,39,7,3,0,0,0,0,0,10,1
106808,2014331401992,1,4,2,1,48,8,3,0,0,0,0,0,10,1
106809,2014331401992,1,5,2,1,55,8,3,0,0,0,0,0,10,1
106810,2014331401992,2,1,1,1,49,8,3,0,0,0,0,0,21,1
106813,2014331401994,1,1,2,1,28,6,3,0,0,1,0,0,9,-1
106818,2014331401998,2,1,2,2,17,4,3,0,0,2,0,0,9,1
106884,2014331402064,1,1,1,2,58,9,3,0,0,0,0,0,9,1
106922,2014331402097,1,1,1,1,56,9,2,0,0,0,0,0,9,1
106971,2014331402133,1,1,1,1,69,10,3,0,0,0,0,0,21,1
106972,2014331402134,1,1,1,1,30,6,3,0,0,0,0,0,9,1
106998,2014331402163,2,1,1,2,21,5,3,0,0,0,0,0,9,1
107002,2014331402167,3,1,2,2,46,8,3,0,0,1,0,0,9,1
107008,2014331402173,3,1,1,1,48,8,1,0,0,0,0,0,9,1
107009,2014331402173,6,2,1,2,44,7,2,0,0,0,0,0,9,1
107010,2014331402173,7,3,1,2,46,8,2,0,0,0,0,0,9,1
107019,2014331402178,2,1,1,1,20,4,3,0,0,0,0,0,9,1
107066,2014331402220,1,1,1,1,47,8,3,0,0,0,0,0,20,1
107097,2014331402241,2,1,1,2,27,6,3,0,0,0,0,0,9,1
107098,2014331402241,3,2,1,1,50,8,3,0,0,0,0,0,9,1
107106,2014331402247,2,1,2,2,81,11,3,0,0,1,0,0,9,1
107110,2014331402251,1,1,1,1,90,11,1,0,0,0,0,0,9,3
107123,2014331402263,1,1,1,2,26,6,3,0,0,0,0,0,9,1
107130,2014331402271,1,1,1,1,33,6,3,0,0,0,0,0,9,-1
107154,2014331402295,1,1,1,1,54,8,3,0,0,0,0,0,9,-1
107156,2014331402297,1,1,1,1,36,7,3,0,0,0,0,0,98,1
107190,2014331402323,1,1,1,1,18,4,3,0,0,0,0,0,9,1
107213,2014331402344,2,1,1,1,46,8,3,0,0,0,0,0,9,3
107214,2014331402344,3,2,1,1,46,8,3,0,0,0,0,0,19,3
107222,2014331402350,1,1,1,2,27,6,3,0,0,0,0,0,9,1
107238,2014331402363,1,1,1,1,39,7,3,0,0,0,0,0,90,1
107239,2014331402363,1,2,2,1,49,8,3,0,0,0,0,0,90,1
107273,2014331402391,2,1,1,2,27,6,3,0,0,0,0,0,9,2
107276,2014331402394,2,1,1,1,24,5,3,0,0,0,0,0,9,1
107313,2014331402428,2,1,1,1,31,6,3,0,0,0,0,0,9,1
107363,2014331405004,2,1,1,1,23,5,3,0,0,0,0,0,9,-1
107374,2014331405016,1,1,1,1,19,4,3,0,0,0,0,0,4,-1
107400,2014331405041,2,1,1,1,24,5,3,0,0,0,0,0,9,-1
107454,2014331405092,1,1,1,1,37,7,3,0,0,0,0,0,9,-1
107455,2014331405092,1,2,2,2,38,7,3,0,0,1,0,0,9,-1
107456,2014331405092,1,3,2,2,9,2,3,0,0,2,0,0,9,-1
107575,2014331405203,1,1,1,1,28,6,3,0,0,0,0,0,19,-1
107576,2014331405203,2,2,1,1,39,7,3,0,0,0,0,0,9,-1
107581,2014331405207,2,1,1,2,57,9,3,0,0,0,0,0,9,-1
107582,2014331405208,1,1,1,1,30,6,2,0,0,0,0,0,5,1
108281,201434TM00214,2,1,2,1,61,9,3,0,0,1,0,0,9,-1
108282,201434TM00304,1,1,1,2,20,4,3,0,0,0,0,0,9,1
108283,201434TM00304,1,2,2,1,14,3,3,0,0,2,0,0,9,-1
108284,201434TM00304,2,6,2,2,25,5,3,0,0,2,0,0,9,-1
108285,201434TM00304,2,7,2,2,45,7,3,0,0,1,0,0,9,-1
108286,201434TM00304,3,3,1,1,44,7,3,0,0,0,0,0,10,1
108287,201434TM00304,3,4,2,1,18,4,3,0,0,1,0,0,10,-1
108288,201434TM00304,3,5,2,2,44,7,3,0,0,2,0,0,10,-1
108289,201434TM02844,2,1,1,1,64,9,3,0,0,0,0,0,9,1
108290,201434TM04214,1,1,2,2,8,2,3,0,0,2,0,0,9,-1
108291,201434TM04214,1,2,2,2,64,9,3,0,0,1,0,0,9,-1
108292,201434TM04464,1,1,1,1,25,5,2,0,0,0,0,0,9,1
108293,201434TM04464,1,2,2,1,18,4,2,0,0,2,0,0,9,-1
108294,201434TM05424,1,1,1,1,23,5,3,0,0,0,0,0,9,1
108295,201434TM07344,1,1,1,1,61,9,2,0,0,0,0,0,20,2
108296,201434TM07344,2,2,1,1,50,8,3,0,0,0,0,0,9,1
108297,201434TM10224,2,1,1,1,22,5,3,0,0,0,0,0,5,3
108298,201434TM10244,2,1,1,1,46,8,3,0,0,0,0,0,9,1
108299,201434TM10894,1,1,1,2,35,6,3,0,0,0,0,0,9,1
108300,201434TM11184,1,1,1,1,70,10,3,0,0,0,0,0,9,1
108301,201434TM11184,1,2,2,2,87,11,2,0,0,2,0,0,9,-1
108302,201434TM11184,1,3,2,2,72,10,3,0,0,2,0,0,9,-1
108303,201434TM11184,1,4,2,2,75,10,3,0,0,1,0,0,9,-1
108304,201434TM12764,1,1,1,2,28,6,3,0,0,0,0,0,9,1
108305,201434TM13164,2,1,1,1,21,5,3,0,0,0,0,0,9,1
108306,201434TM13164,2,2,2,2,21,5,3,0,0,1,0,0,9,-1
108307,201434TM15004,1,1,1,1,34,6,2,0,0,0,0,0,3,1
108308,201434TM15414,2,1,1,1,38,7,3,0,0,0,0,0,9,1
108309,201434TM15414,2,2,2,2,34,6,3,0,0,2,0,0,9,-1
108310,201434TM15414,2,3,2,2,26,6,3,0,0,1,0,0,9,-1
108311,201434TM16244,1,1,1,1,32,6,2,0,0,0,0,0,9,1
108312,201434TM16784,3,1,2,1,39,7,3,0,0,1,0,0,9,-1
108313,201434TM17724,2,1,1,2,36,7,3,0,0,0,0,0,9,1
108314,201434TM17724,2,2,2,2,1,1,3,0,0,2,0,0,9,-1
108315,201434TM17724,2,3,2,1,36,7,3,0,0,1,0,0,9,-1
108316,201434TM19634,1,1,2,2,35,6,2,0,0,1,0,0,9,-1
108317,201434TM20784,2,1,2,2,4,1,2,0,0,2,0,0,9,-1
108318,201434TM20784,2,2,2,1,7,2,3,0,0,2,0,0,9,-1
108319,201434TM20784,2,3,2,1,9,2,3,0,0,2,0,0,9,-1
108320,201434TM20784,2,4,2,1,37,7,3,0,0,1,0,0,9,-1
108321,201434TM20784,5,5,1,1,36,7,3,0,0,0,0,0,9,1
108322,201434TM20784,5,6,2,2,34,6,3,0,0,1,0,0,9,-1
108323,201434TM21924,1,1,1,1,22,5,3,0,0,0,0,0,9,3
108324,201434TM22304,2,1,1,1,48,8,3,0,0,0,0,0,5,2
108325,201434TM23844,1,1,1,1,46,8,3,0,0,0,0,0,9,1
108326,201434TM23844,2,2,1,1,50,8,3,0,0,0,0,0,19,1
108327,201434TM24554,1,1,1,1,51,8,2,0,0,0,0,0,5,-1
108328,201434TM24574,2,1,1,1,37,7,3,0,0,0,0,0,19,1
108329,201434TM24714,2,1,2,1,34,6,3,0,0,1,0,0,9,-1
108330,201434TM26254,1,1,1,1,27,6,2,0,0,0,0,0,9,1
108331,201434TM26854,2,1,2,2,27,6,3,0,0,1,0,0,9,1
108332,201434TM26854,2,2,1,1,38,7,2,0,0,0,0,0,9,1
108333,201434TM27084,1,1,2,2,48,8,3,0,0,1,0,0,9,-1
108334,201434TM27084,2,2,1,1,50,8,3,0,0,0,0,0,9,2
108335,201434TM27104,1,1,1,1,46,8,3,0,0,0,0,0,21,1
108336,201434TM27114,1,1,1,1,49,8,2,0,0,0,0,0,20,1
108337,201434TM27114,2,2,1,1,29,6,3,0,0,0,0,0,21,-1
108338,201434TM27114,5,3,1,1,46,8,3,0,0,0,0,0,19,1
108339,201434TM27254,2,1,1,2,43,7,2,0,0,0,0,0,9,-1
108340,201434TM27254,2,2,2,1,52,8,2,0,0,1,0,0,9,-1
108341,201434TM27694,1,1,1,2,30,6,2,0,0,0,0,0,9,2
108342,201434TM27814,2,1,1,1,30,6,3,0,0,0,0,0,9,1
108343,201434TM27814,2,3,2,2,52,8,3,0,0,1,0,0,9,-1
108344,201434TM27814,2,4,2,2,31,6,3,0,0,2,0,0,9,-1
108345,201434TM27814,3,2,1,1,28,6,3,0,0,0,0,0,19,2
108346,201434TM29734,2,1,1,2,54,8,3,0,0,0,0,0,9,3
108347,201434TM29854,1,1,1,2,55,8,3,0,0,0,0,0,9,2
108348,201434TM30694,1,1,1,1,22,5,3,0,0,0,0,0,9,1
108349,201434TM30694,2,2,1,1,40,7,3,0,0,0,0,0,9,1
108350,201434TM30694,2,3,2,2,38,7,3,0,0,1,0,0,9,-1
108351,201434TM30924,1,1,1,2,24,5,3,0,0,0,0,0,9,1
108352,201434TM31314,2,1,1,2,24,5,3,0,0,0,0,0,9,1
108353,201434TM33044,1,1,1,1,41,7,2,0,0,0,0,0,20,1
108354,201434TM33044,2,2,1,1,60,9,2,0,0,0,0,0,20,1
108355,201434TM33114,2,1,2,2,35,6,3,0,0,1,0,0,9,-1
108356,201434TM33674,2,1,1,1,29,6,3,0,0,0,0,0,9,2
108357,201434TM33674,2,2,2,1,12,3,3,0,0,2,0,0,9,-1
108358,201434TM80214,2,1,1,1,27,6,1,0,0,0,0,0,9,-1
108379,201434WD02164,2,1,1,1,48,8,3,0,0,0,0,0,9,1
108395,201434WD05464,1,1,1,1,25,5,3,0,0,0,0,0,9,1
108396,201434WD05464,2,2,1,1,31,6,3,0,0,0,0,0,9,1
108401,201434WD06144,1,1,2,2,37,7,3,0,0,2,0,0,9,1
108417,201434WD07704,2,1,1,2,26,6,3,0,0,0,0,0,9,2
108418,201434WD07704,2,2,2,2,28,6,3,0,0,1,0,0,9,-1
108476,201434WD16874,1,1,2,2,16,4,3,0,0,2,0,0,9,-1
108477,201434WD16874,1,2,2,2,25,5,3,0,0,1,0,0,9,-1
109102,201434WS03954,1,1,1,2,25,5,3,0,0,0,0,0,9,1
109103,201434WS03954,2,2,1,1,54,8,3,0,0,0,0,0,9,1
109245,201434WS26104,2,1,1,1,23,5,3,0,0,0,0,0,9,1
109246,201434WS26104,3,4,1,1,48,8,3,0,0,0,0,0,9,1
109247,201434WS26104,4,2,2,2,27,6,3,0,0,1,0,0,9,-1
109248,201434WS26104,5,5,2,2,60,9,3,0,0,1,0,0,9,-1
109249,201434WS26104,8,6,2,2,22,5,3,0,0,1,0,0,9,-1
109250,201434WS26104,9,7,2,2,38,7,2,0,0,1,0,0,9,-1
109251,201434WS26104,10,3,2,2,44,7,3,0,0,1,0,0,9,-1
109422,2014350010014,1,1,1,2,21,5,2,0,0,0,0,0,9,1
109561,2014350023714,2,1,1,2,35,6,3,0,0,0,0,0,9,1
109562,2014350023714,2,2,2,2,37,7,3,0,0,1,0,0,9,1
109675,2014350032414,1,1,1,2,40,7,3,0,0,0,0,0,9,1
109682,2014350033014,1,1,1,2,20,4,3,0,0,0,0,0,9,1
109906,2014350052514,1,1,1,1,41,7,3,0,0,0,0,0,19,1
109907,2014350052514,2,2,1,2,43,7,3,0,0,0,0,0,9,1
110058,2014350063814,1,1,1,2,37,7,3,0,0,0,0,0,9,1
110059,2014350063814,1,2,2,2,14,3,3,0,0,2,0,0,9,1
110093,2014350065914,1,1,1,1,22,5,3,0,0,0,0,0,9,1
110094,2014350065914,2,2,1,1,45,7,3,0,0,0,0,0,19,-1
110287,2014350082114,1,1,1,1,29,6,3,0,0,0,0,0,9,1
110307,2014350083814,1,1,1,1,29,6,3,0,0,0,0,0,9,-1
110371,2014350090014,1,1,1,1,28,6,1,0,0,0,0,0,9,2
110516,2014350102414,1,1,1,2,21,5,3,0,0,0,0,0,9,2
110614,2014350110314,2,1,1,1,42,7,3,0,0,0,0,0,9,1
110735,2014350120914,1,1,1,1,48,8,3,0,0,0,0,0,9,-1
110819,2014350127814,1,1,1,2,25,5,3,0,0,0,0,0,9,1
110826,2014350128314,1,1,1,1,21,5,3,0,0,0,0,0,9,3
110843,2014350131514,1,1,1,1,51,8,3,0,0,0,0,0,21,1
110855,2014350132614,2,1,1,1,54,8,3,0,0,0,0,0,5,1
110913,2014350138214,2,1,1,2,45,7,3,0,0,0,0,0,9,1
110914,2014350138214,2,2,2,1,50,8,3,0,0,1,0,0,9,-1
110992,2014350144514,1,1,1,1,29,6,2,0,0,0,0,0,9,-1
111164,2014350160814,1,1,1,1,58,9,3,0,0,0,0,0,9,1
111165,2014350160814,1,2,2,2,57,9,3,0,0,1,0,0,9,1
111173,2014350161514,2,1,1,1,19,4,3,0,0,0,0,0,9,2
111301,2014350173014,1,1,1,1,50,8,3,0,0,0,0,0,21,1
111302,2014350173014,1,2,2,1,24,5,2,0,0,0,0,0,21,1
111311,2014350173814,1,1,1,1,78,11,2,0,0,0,0,0,5,1
111504,2014350202814,1,1,1,2,52,8,3,0,0,0,0,0,9,3
111505,2014350202814,2,2,1,1,32,6,3,0,0,0,0,0,9,1
111511,2014350203414,1,1,1,1,29,6,3,0,0,0,0,0,9,-1
111512,2014350203414,1,2,2,1,26,6,3,0,0,1,0,0,9,1
111559,2014350207114,1,1,1,1,51,8,3,0,0,0,0,0,9,1
111560,2014350207214,1,1,1,1,39,7,3,0,0,0,0,0,9,1
111675,2014350216514,2,1,1,2,30,6,3,0,0,0,0,0,9,-1
111933,2014350245614,2,1,1,1,39,7,3,0,0,0,0,0,9,-1
111939,2014350246014,1,1,2,1,16,4,3,0,0,0,0,0,21,-1
111940,2014350246014,1,2,2,1,18,4,3,0,0,0,0,0,21,-1
111941,2014350246014,1,3,2,1,18,4,3,0,0,0,0,0,21,-1
117311,2014404BA0702,1,1,1,1,80,11,3,0,0,0,0,0,9,1
117312,2014404BA0702,1,2,2,2,77,11,3,0,0,1,0,0,9,1
117354,2014404BA0789,2,1,1,1,25,5,3,0,0,0,0,0,5,1
117659,2014404CA0073,2,1,1,1,34,6,3,0,0,0,0,0,5,2
117676,2014404CA0118,2,1,1,2,20,4,3,0,0,0,0,0,9,1
117719,2014404CA0228,2,1,1,2,22,5,3,0,0,0,0,0,9,1
117720,2014404CA0228,2,2,2,2,35,6,3,0,0,2,0,0,9,-1
117731,2014404CA0253,1,1,1,2,46,8,3,0,0,0,0,0,9,1
117737,2014404CA0269,2,1,1,2,50,8,2,0,0,0,0,0,9,1
117738,2014404CA0292,2,1,1,2,46,8,3,0,0,0,0,0,9,1
117742,2014404CA0324,2,1,1,2,44,7,3,0,0,0,0,0,9,1
117764,2014404CA0363,2,1,1,2,35,6,3,0,0,0,0,0,9,1
117779,2014404CA0422,1,1,1,2,21,5,3,0,0,0,0,0,9,1
117807,2014404CA0471,2,1,1,1,27,6,3,0,0,0,0,0,9,1
117808,2014404CA0471,3,2,1,1,41,7,3,0,0,0,0,0,9,1
117809,2014404CA0471,3,3,2,2,41,7,3,0,0,1,0,0,9,1
117810,2014404CA0471,3,4,2,2,7,2,3,0,0,2,0,0,9,1
117811,2014404CA0471,3,5,2,2,5,1,3,0,0,2,0,0,9,1
117821,2014404CA0504,2,1,1,1,41,7,3,0,0,0,0,0,9,1
117859,2014404CA0599,1,1,1,1,56,9,3,0,0,0,0,0,5,-1
117860,2014404CA0599,2,2,2,2,26,6,3,0,0,2,0,0,9,3
117861,2014404CA0599,2,3,2,2,24,5,3,0,0,1,0,0,9,1
117862,2014404CA0600,3,1,1,2,35,6,3,0,0,0,0,0,9,-1
117863,2014404CA0600,3,2,2,2,3,1,3,0,0,2,0,0,9,-1
117875,2014404CA0626,1,1,2,1,22,5,2,0,0,2,0,0,9,1
117876,2014404CA0627,1,1,1,1,53,8,3,0,0,0,0,0,9,3
117882,2014404CA0647,1,1,1,1,34,6,3,0,0,0,0,0,9,-1
117884,2014404CA0655,2,1,1,2,32,6,3,0,0,0,0,0,9,3
117895,2014404CA0682,1,1,1,2,37,7,3,0,0,0,0,0,9,1
117912,2014404CA0713,1,1,1,1,31,6,3,0,0,0,0,0,19,2
117913,2014404CA0713,3,2,1,1,67,10,3,0,0,0,0,0,19,1
117929,2014404CA0765,2,1,1,1,23,5,3,0,0,0,0,0,9,1
117940,2014404CA0791,2,1,1,1,26,6,3,0,0,0,0,0,9,1
117950,2014404CA0804,2,1,1,2,51,8,3,0,0,0,0,0,9,1
117967,2014404CA0826,2,1,1,2,22,5,3,0,0,0,0,0,9,1
117974,2014404CA0854,1,1,1,1,18,4,3,0,0,0,0,0,9,-1
117975,2014404CA0854,2,2,1,2,41,7,3,0,0,0,0,0,9,3
117996,2014404CA0891,2,1,1,2,28,6,3,0,0,0,0,0,9,1
117997,2014404CA0891,2,2,2,2,33,6,3,0,0,1,0,0,9,1
118016,2014404CA0948,1,1,1,2,25,5,3,0,0,0,0,0,9,-1
118017,2014404CA0948,1,2,2,2,35,6,2,0,0,1,0,0,9,1
118049,2014404CA1034,3,1,1,2,23,5,2,0,0,0,0,0,5,3
118050,2014404CA1034,4,2,1,1,26,6,3,0,0,0,0,0,9,1
118051,2014404CA1034,4,3,2,2,37,7,1,0,0,1,0,0,9,1
118052,2014404CA1034,5,4,1,1,53,8,2,0,0,0,0,0,9,1
118053,2014404CA1034,5,5,2,2,90,11,1,0,0,2,0,0,9,-1
118054,2014404CA1034,5,6,2,2,88,11,2,0,0,2,0,0,9,-1
118055,2014404CA1034,5,9,2,2,81,11,2,0,0,2,0,0,9,1
118056,2014404CA1034,6,7,1,1,53,8,2,0,0,0,0,0,9,1
118057,2014404CA1034,8,8,1,1,35,6,3,0,0,0,0,0,9,-1
118059,2014404CA1040,2,1,1,2,33,6,3,0,0,0,0,0,9,1
118107,2014404CA1143,2,1,1,2,45,7,3,0,0,0,0,0,9,1
118108,2014404CA1143,2,2,2,1,42,7,3,0,0,1,0,0,9,1
118160,2014404CA1233,3,1,1,1,51,8,2,0,0,0,0,0,5,1
118170,2014404CA1282,2,1,1,2,35,6,3,0,0,0,0,0,9,-1
118173,2014404CA1288,2,1,1,1,30,6,3,0,0,0,0,0,9,1
118188,2014404CA1301,2,1,1,1,33,6,3,0,0,0,0,0,9,1
118206,2014404CA1318,2,1,1,1,28,6,3,0,0,0,0,0,9,1
118208,2014404CA1329,1,1,1,1,55,8,3,0,0,0,0,0,9,1
118209,2014404CA1329,2,2,1,2,30,6,3,0,0,0,0,0,9,1
118226,2014404CA1372,3,1,1,1,33,6,3,0,0,0,0,0,9,1
118227,2014404CA1372,3,2,2,2,64,9,3,0,0,1,0,0,9,1
