,Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
20627,201401SX20870,1,2,2,1,4,1,3,0,0,2,0,0,9,1
20639,201401SX20883,1,1,1,1,33,6,3,0,0,0,0,0,9,1
20663,201401SX20904,2,1,1,2,53,8,3,0,0,0,0,0,9,1
20688,201401SX20929,1,1,1,2,28,6,3,0,0,0,0,0,9,1
20689,201401SX20930,2,1,1,1,45,7,3,0,0,0,0,0,9,1
20690,201401SX20930,3,2,1,1,36,7,3,0,0,0,0,0,11,1
20711,201401SX20955,1,1,1,1,27,6,3,0,0,0,0,0,19,1
20770,201401SX21011,2,1,1,1,52,8,3,0,0,0,0,0,9,1
21096,201401TD00127,1,1,3,1,20,4,1,10,9,0,0,2,0,-1
21756,201401TX20067,1,1,1,1,32,6,3,0,0,0,0,0,9,1
21791,201401TX20106,1,1,1,1,40,7,3,0,0,0,0,0,5,-1
21793,201401TX20108,1,1,1,1,28,6,3,0,0,0,0,0,9,-1
21796,201401TX20111,1,1,2,1,18,4,3,0,0,1,0,0,9,1
21821,201401TX20141,1,1,1,1,41,7,3,0,0,0,0,0,9,3
21822,201401TX20141,1,2,2,2,33,6,3,0,0,1,0,0,9,3
21854,201401TX20173,1,1,2,2,-1,-1,3,0,0,2,0,0,9,1
21855,201401TX20173,1,2,2,2,-1,-1,3,0,0,2,0,0,9,1
21856,201401TX20173,2,3,2,2,52,8,3,0,0,1,0,0,9,3
21857,201401TX20174,2,1,1,1,28,6,3,0,0,0,0,0,5,1
21870,201401TX20189,1,1,1,2,28,6,3,0,0,0,0,0,9,1
21947,201401TX20268,1,1,1,1,42,7,3,0,0,0,0,0,8,1
21948,201401TX20268,1,2,2,2,18,4,3,0,0,2,0,0,8,-1
22024,201401TX20345,1,1,1,1,55,8,3,0,0,0,0,0,4,1
22113,201401TX20431,2,1,1,2,58,9,3,0,0,0,0,0,9,-1
22247,201401TX20557,1,1,1,2,55,8,3,0,0,0,0,0,9,1
22314,201401TX20616,2,1,1,1,50,8,3,0,0,0,0,0,8,1
22315,201401TX20616,2,2,2,2,75,10,3,0,0,2,0,0,8,-1
22349,201401TX20652,1,1,1,2,70,10,3,0,0,0,0,0,9,1
22430,201401TX20726,1,1,2,2,26,6,3,0,0,2,0,0,9,1
22449,201401TX20741,1,1,1,1,41,7,3,0,0,0,0,0,9,1
22475,201401TX20761,1,1,1,1,33,6,3,0,0,0,0,0,9,1
22539,201401TX20817,1,1,1,1,55,8,3,0,0,0,0,0,9,1
22573,201401TX20851,2,1,2,2,58,9,3,0,0,1,0,0,9,-1
22617,201401TX20896,1,1,1,1,20,4,3,0,0,0,0,0,9,1
22667,201401TX20942,1,1,1,2,35,6,3,0,0,0,0,0,9,1
22668,201401TX20942,2,2,1,1,57,9,3,0,0,0,0,0,9,1
22669,201401TX20942,3,3,2,1,27,6,3,0,0,1,0,0,9,1
22674,201401TX20948,2,1,1,1,33,6,3,0,0,0,0,0,9,1
22734,201401TX21008,2,1,1,1,49,8,3,0,0,0,0,0,9,1
26335,201401XH30039,2,1,1,2,32,6,3,0,0,0,0,0,9,1
26342,201401XH30046,1,1,1,1,41,7,3,0,0,0,0,0,9,1
26343,201401XH30046,2,2,1,1,50,8,3,0,0,0,0,0,9,1
26348,201401XH30053,1,1,1,2,33,6,3,0,0,0,0,0,9,1
26364,201401XH30068,2,1,1,2,27,6,3,0,0,0,0,0,9,3
26380,201401XH30091,2,1,1,2,52,8,3,0,0,0,0,0,9,1
26381,201401XH30091,2,2,2,2,28,6,3,0,0,1,0,0,9,-1
26382,201401XH30091,3,3,1,2,35,6,3,0,0,0,0,0,9,1
26421,201401XH30129,2,1,1,1,32,6,3,0,0,0,0,0,9,1
26422,201401XH30129,3,2,1,1,28,6,3,0,0,0,0,0,9,1
26423,201401XH30129,4,3,1,2,-1,-1,3,0,0,0,0,0,9,1
26464,201401XH30158,1,1,1,2,33,6,3,0,0,0,0,0,9,1
26465,201401XH30159,1,1,1,2,26,6,3,0,0,0,0,0,9,1
26521,201401XH30213,1,1,1,2,40,7,2,0,0,0,0,0,9,1
26523,201401XH30215,1,1,1,1,25,5,3,0,0,0,0,0,9,1
26524,201401XH30215,1,2,2,1,-1,-1,3,0,0,1,0,0,9,-1
26525,201401XH30215,1,3,2,2,-1,-1,3,0,0,2,0,0,9,-1
26562,201401XH30249,1,1,2,1,18,4,3,0,0,1,0,0,9,1
26604,201401XH30290,1,1,1,2,22,5,3,0,0,0,0,0,9,1
26605,201401XH30290,2,2,1,2,28,6,3,0,0,0,0,0,9,1
26626,201401XH30310,2,1,1,1,34,6,3,0,0,0,0,0,5,1
26629,201401XH30312,1,1,2,2,1,1,3,0,0,2,0,0,9,-1
26650,201401XH30338,2,1,1,1,43,7,3,0,0,0,0,0,9,2
26658,201401XH30344,1,1,1,1,46,8,3,0,0,0,0,0,5,3
26670,201401XH30350,2,1,1,1,31,6,3,0,0,0,0,0,5,1
26685,201401XH30370,1,1,1,1,24,5,3,0,0,0,0,0,9,1
26686,201401XH30370,2,2,1,1,43,7,3,0,0,0,0,0,9,1
26734,201401XH30416,1,1,1,1,33,6,2,0,0,0,0,0,5,1
26758,201401XH30442,2,1,1,1,47,8,3,0,0,0,0,0,9,1
26782,201401XH30463,2,1,1,2,48,8,3,0,0,0,0,0,9,1
26805,201401XH30490,1,1,1,1,49,8,3,0,0,0,0,0,9,1
26811,201401XH30499,2,1,1,1,33,6,3,0,0,0,0,0,9,1
26812,201401XH30499,2,2,2,1,25,5,3,0,0,1,0,0,9,-1
26824,201401XH30510,1,1,1,1,36,7,2,0,0,0,0,0,5,1
26829,201401XH30520,1,1,2,2,52,8,3,0,0,1,0,0,9,1
26830,201401XH30520,3,2,1,1,35,6,3,0,0,0,0,0,9,1
26831,201401XH30520,3,3,2,2,37,7,3,0,0,1,0,0,9,1
26832,201401XH30520,3,4,2,2,57,9,3,0,0,2,0,0,9,-1
26833,201401XH30520,3,5,2,1,83,11,3,0,0,2,0,0,9,-1
26850,201401XH30537,1,1,1,1,35,6,3,0,0,0,0,0,9,1
26851,201401XH30538,1,1,2,2,22,5,3,0,0,0,0,0,19,3
26855,201401XH30544,1,1,1,2,19,4,3,0,0,0,0,0,9,1
26856,201401XH30544,1,2,2,1,43,7,2,0,0,2,0,0,9,1
26857,201401XH30544,1,3,2,2,11,3,3,0,0,2,0,0,9,1
26858,201401XH30544,2,4,1,1,43,7,3,0,0,0,0,0,9,1
26859,201401XH30544,3,5,1,2,51,8,3,0,0,0,0,0,9,1
26863,201401XH30549,2,1,1,2,20,4,3,0,0,0,0,0,9,-1
26874,201401XH30556,2,1,1,1,37,7,3,0,0,0,0,0,9,1
26879,201401XH30561,1,1,1,2,47,8,3,0,0,0,0,0,9,1
26893,201401XH30576,1,1,1,1,59,9,2,0,0,0,0,0,5,2
26935,201401XH30611,3,1,1,1,34,6,3,0,0,0,0,0,9,-1
26995,201401XH30663,1,1,1,1,31,6,3,0,0,0,0,0,8,-1
27002,201401XH30671,2,1,1,2,60,9,3,0,0,0,0,0,9,1
27003,201401XH30671,2,2,2,1,83,11,3,0,0,1,0,0,9,1
27055,201401XH30724,1,1,1,1,36,7,2,0,0,0,0,0,9,1
27057,201401XH30726,2,1,1,1,44,7,3,0,0,0,0,0,19,-1
27058,201401XH30727,2,1,2,2,41,7,3,0,0,1,0,0,9,1
27059,201401XH30727,2,2,2,2,12,3,3,0,0,2,0,0,9,1
27092,201401XH30765,1,1,1,1,39,7,3,0,0,0,0,0,9,1
27101,201401XH30778,2,1,1,1,38,7,2,0,0,0,0,0,5,1
27116,201401XH30795,1,1,1,1,39,7,3,0,0,0,0,0,9,1
27122,201401XH30808,1,1,1,2,21,5,3,0,0,0,0,0,9,1
27130,201401XH30816,1,1,1,1,24,5,3,0,0,0,0,0,9,1
27131,201401XH30816,1,2,2,2,58,9,3,0,0,1,0,0,9,1
27166,201401XH30850,2,1,1,2,60,9,3,0,0,0,0,0,9,1
27200,201401XH30882,1,1,1,1,40,7,3,0,0,0,0,0,21,-1
27201,201401XH30882,2,2,1,2,41,7,3,0,0,0,0,0,9,-1
27206,201401XH39027,1,1,1,1,54,8,3,0,0,0,0,0,90,1
27207,201401XH39027,1,2,2,1,54,8,3,0,0,0,0,0,90,1
27262,201401YE80053,1,1,1,1,26,6,3,0,0,0,0,0,19,-1
27263,201401YE80053,2,2,2,1,17,4,3,0,0,1,0,0,9,-1
27264,201401YE80053,2,3,1,1,43,7,3,0,0,0,0,0,9,1
27300,201401YE80084,2,1,1,1,51,8,3,0,0,0,0,0,9,1
27309,201401YE80092,2,1,1,1,34,6,3,0,0,0,0,0,9,1
27337,201401YE80128,1,1,1,1,48,8,3,0,0,0,0,0,9,1
27346,201401YE80137,2,1,1,1,49,8,3,0,0,0,0,0,9,1
27347,201401YE80137,4,2,1,1,37,7,3,0,0,0,0,0,19,1
27404,201401YE80192,1,1,1,1,40,7,3,0,0,0,0,0,9,1
27405,201401YE80192,1,2,2,1,25,5,3,0,0,1,0,0,9,-1
27406,201401YE80192,1,3,2,1,33,6,3,0,0,2,0,0,9,1
27407,201401YE80192,1,4,2,2,-1,-1,3,0,0,2,0,0,9,-1
27415,201401YE80201,2,1,1,1,47,8,3,0,0,0,0,0,9,1
27416,201401YE80201,3,2,1,2,28,6,3,0,0,0,0,0,9,2
27584,201401YE80367,2,1,1,1,60,9,3,0,0,0,0,0,9,-1
27585,201401YE80367,4,2,1,1,39,7,3,0,0,0,0,0,9,1
27612,201401YE80395,1,1,1,1,44,7,3,0,0,0,0,0,9,1
27613,201401YE80395,2,2,1,2,28,6,3,0,0,0,0,0,9,1
27722,201401YE80504,1,1,1,1,35,6,3,0,0,0,0,0,19,1
27723,201401YE80504,2,2,1,1,39,7,3,0,0,0,0,0,9,1
27724,201401YE80504,2,3,2,2,39,7,3,0,0,1,0,0,9,1
27760,201401YE80535,1,1,1,1,23,5,3,0,0,0,0,0,9,1
27761,201401YE80535,2,2,1,2,33,6,3,0,0,0,0,0,9,1
27769,201401YE80539,2,1,1,1,35,6,3,0,0,0,0,0,8,1
27908,201401YE80670,2,1,1,1,41,7,3,0,0,0,0,0,9,1
27909,201401YE80670,2,2,2,2,43,7,3,0,0,1,0,0,9,-1
27910,201401YE80670,3,3,1,1,46,8,3,0,0,0,0,0,9,1
27926,201401YE80685,1,1,1,2,20,4,3,0,0,0,0,0,9,1
27931,201401YE80689,1,1,1,1,33,6,3,0,0,0,0,0,19,1
28008,201401YE80762,2,1,2,1,12,3,3,0,0,2,0,0,9,1
28009,201401YE80762,4,2,2,2,35,6,3,0,0,2,0,0,9,-1
28035,201401YE80789,2,1,1,2,54,8,3,0,0,0,0,0,9,1
28036,201401YE80791,2,1,1,1,34,6,3,0,0,0,0,0,8,1
28095,201401YE80845,1,1,1,2,19,4,3,0,0,0,0,0,9,1
28096,201401YE80845,2,2,1,1,46,8,3,0,0,0,0,0,9,-1
28164,201401YE89012,1,1,2,2,43,7,3,0,0,1,0,0,9,1
28186,201401YE89035,1,1,1,2,33,6,3,0,0,0,0,0,9,1
30852,2014030000029,1,1,1,1,60,9,3,0,0,0,0,0,9,-1
30853,2014030000029,1,2,2,2,48,8,3,0,0,1,0,0,9,3
30865,2014030000048,1,1,1,1,53,8,3,0,0,0,0,0,19,1
30927,2014030000146,1,1,1,1,29,6,3,0,0,0,0,0,19,1
30964,2014030000216,1,1,1,1,55,8,2,0,0,0,0,0,21,1
31022,2014030000318,2,1,1,2,33,6,3,0,0,0,0,0,9,2
31066,2014030000376,1,1,1,1,49,8,3,0,0,0,0,0,9,1
31112,2014030000456,1,1,1,1,19,4,3,0,0,0,0,0,9,3
31183,2014030000590,1,1,1,1,27,6,3,0,0,0,0,0,9,1
31184,2014030000590,2,2,1,1,54,8,3,0,0,0,0,0,9,-1
31188,2014030000607,2,1,1,1,55,8,3,0,0,0,0,0,9,1
31193,2014030000615,1,1,1,1,59,9,3,0,0,0,0,0,19,1
31237,2014030000678,1,1,1,1,25,5,2,0,0,0,0,0,9,1
31243,2014030000686,1,1,1,1,74,10,3,0,0,0,0,0,9,3
31244,2014030000686,2,2,1,2,24,5,2,0,0,0,0,0,9,-1
31245,2014030000686,3,3,1,2,63,9,2,0,0,0,0,0,9,3
31246,2014030000686,4,4,2,2,65,9,2,0,0,1,0,0,21,-1
31253,2014030000690,1,1,1,1,46,8,3,0,0,0,0,0,21,1
31289,2014030000756,2,1,2,2,6,2,3,0,0,2,0,0,9,2
31314,2014030000807,1,1,1,1,47,8,3,0,0,0,0,0,9,1
31315,2014030000807,1,2,2,2,48,8,3,0,0,1,0,0,9,1
31421,2014030000985,2,1,1,1,40,7,3,0,0,0,0,0,9,-1
31455,2014030001065,1,1,1,2,33,6,3,0,0,0,0,0,9,1
31460,2014030001071,1,1,1,2,31,6,3,0,0,0,0,0,9,1
31467,2014030001089,1,1,1,2,31,6,3,0,0,0,0,0,19,1
31474,2014030001099,1,1,1,1,36,7,3,0,0,0,0,0,9,1
31475,2014030001099,2,2,1,1,30,6,3,0,0,0,0,0,9,3
31477,2014030001101,2,1,1,1,52,8,3,0,0,0,0,0,9,1
31478,2014030001101,2,2,2,1,80,11,3,0,0,2,0,0,9,1
31479,2014030001101,2,3,2,2,70,10,3,0,0,2,0,0,9,1
31541,2014030001211,2,1,1,1,31,6,3,0,0,0,0,0,9,1
31569,2014030001259,1,1,1,1,85,11,3,0,0,0,0,0,9,2
31574,2014030001261,1,1,1,1,64,9,3,0,0,0,0,0,9,1
31585,2014030001292,2,1,1,1,33,6,3,0,0,0,0,0,9,1
31605,2014030001335,1,1,1,1,37,7,3,0,0,0,0,0,19,1
31606,2014030001335,1,2,2,1,23,5,2,0,0,1,0,0,19,3
31640,2014030001381,1,1,1,1,31,6,2,0,0,0,0,0,19,1
31645,2014030001390,2,1,1,1,42,7,3,0,0,0,0,0,9,1
31646,2014030001390,2,2,2,2,30,6,3,0,0,1,0,0,9,1
31689,2014030001437,2,1,1,1,27,6,3,0,0,0,0,0,9,1
31750,2014030001544,1,1,1,1,57,9,3,0,0,0,0,0,19,1
31751,2014030001544,2,2,1,1,58,9,3,0,0,0,0,0,9,1
31752,2014030001544,2,3,2,2,59,9,3,0,0,1,0,0,9,1
31816,2014030001666,1,1,2,2,66,10,3,0,0,1,0,0,9,-1
31817,2014030001666,1,2,2,2,90,11,3,0,0,1,0,0,9,-1
31875,2014030001787,1,1,1,1,19,4,3,0,0,0,0,0,9,1
31876,2014030001787,3,2,1,1,60,9,3,0,0,0,0,0,9,1
31877,2014030001787,3,3,2,2,60,9,3,0,0,1,0,0,9,1
31891,2014030001818,1,1,1,2,48,8,3,0,0,0,0,0,9,1
31987,2014030001972,1,1,1,2,22,5,3,0,0,0,0,0,9,2
32016,2014030002038,1,1,2,1,19,4,3,0,0,1,0,0,9,2
32061,2014030002114,1,1,1,2,49,8,3,0,0,0,0,0,9,1
32062,2014030002114,1,2,2,1,91,11,2,0,0,2,0,0,9,1
32063,2014030002114,1,3,2,2,53,8,3,0,0,1,0,0,9,1
32064,2014030002114,1,4,2,2,34,6,3,0,0,2,0,0,9,1
32072,2014030002129,2,1,1,2,50,8,3,0,0,0,0,0,9,1
32073,2014030002129,2,2,2,2,26,6,3,0,0,1,0,0,9,1
32156,2014030002267,1,1,1,1,81,11,3,0,0,0,0,0,9,3
32157,2014030002267,3,2,1,2,64,9,2,0,0,0,0,0,9,3
32158,2014030002267,3,3,2,1,67,10,2,0,0,1,0,0,9,3
32159,2014030002267,4,4,1,1,56,9,3,0,0,0,0,0,20,1
32160,2014030002267,5,5,1,1,47,8,2,0,0,0,0,0,9,3
32216,2014030002355,1,1,1,1,56,9,3,0,0,0,0,0,9,1
32217,2014030002355,1,2,2,1,49,8,2,0,0,1,0,0,9,1
32218,2014030002355,1,3,2,1,40,7,2,0,0,2,0,0,9,1
32254,2014030002408,1,1,1,1,30,6,3,0,0,0,0,0,90,3
32255,2014030002408,2,2,2,2,22,5,3,0,0,1,0,0,90,3
32305,2014030002510,1,1,1,1,33,6,3,0,0,0,0,0,19,-1
32333,2014030002556,1,1,1,1,52,8,3,0,0,0,0,0,9,3
32334,2014030002556,1,2,2,2,51,8,3,0,0,1,0,0,9,3
32351,2014030002579,1,1,1,1,50,8,3,0,0,0,0,0,21,1
32352,2014030002579,2,2,1,1,77,11,3,0,0,0,0,0,9,3
32403,2014030002677,1,1,2,1,15,3,3,0,0,1,0,0,9,1
32410,2014030002694,1,1,1,1,74,10,3,0,0,0,0,0,9,1
32411,2014030002694,1,2,2,2,72,10,3,0,0,1,0,0,9,1
32426,2014030002707,1,1,1,2,20,4,3,0,0,0,0,0,9,3
32469,2014030002781,2,1,1,1,31,6,3,0,0,0,0,0,9,1
32485,2014030002823,1,1,1,1,62,9,3,0,0,0,0,0,19,1
32490,2014030002828,2,1,1,2,46,8,3,0,0,0,0,0,9,1
32583,2014030002998,1,1,1,1,30,6,3,0,0,0,0,0,9,1
32615,2014030003037,1,1,1,1,37,7,3,0,0,0,0,0,9,2
32616,2014030003037,2,2,1,2,54,8,2,0,0,0,0,0,9,-1
32617,2014030003037,2,3,2,1,54,8,2,0,0,1,0,0,9,-1
32619,2014030003039,1,1,1,1,50,8,3,0,0,0,0,0,9,-1
32620,2014030003039,2,2,1,1,49,8,3,0,0,0,0,0,9,1
32621,2014030003039,3,3,1,1,40,7,3,0,0,0,0,0,9,1
32626,2014030003045,1,1,1,1,40,7,3,0,0,0,0,0,9,-1
32627,2014030003045,1,2,2,1,61,9,3,0,0,1,0,0,9,1
32628,2014030003045,1,3,2,1,1,1,3,0,0,2,0,0,9,1
32629,2014030003045,1,4,2,1,6,2,3,0,0,2,0,0,9,1
32666,2014030003121,2,1,1,2,67,10,3,0,0,0,0,0,9,3
32712,2014030003173,2,1,2,2,30,6,3,0,0,1,0,0,9,1
33086,201404AM14066,2,1,2,2,8,2,3,0,0,2,0,0,9,1
33449,201404BA14025,1,1,1,1,52,8,2,0,0,0,0,0,9,3
33474,201404BA14045,1,1,1,1,56,9,3,0,0,0,0,0,9,3
33574,201404BA14120,1,1,1,2,44,7,3,0,0,0,0,0,9,3
33575,201404BA14120,2,2,1,1,27,6,3,0,0,0,0,0,19,1
33576,201404BA14120,2,3,2,1,28,6,3,0,0,1,0,0,19,1
33652,201404BB14021,1,1,1,2,32,6,3,0,0,0,0,0,9,1
34109,201404CA14056,2,1,1,1,58,9,3,0,0,0,0,0,9,1
34131,201404CA14076,1,2,2,2,2,1,3,0,0,1,0,0,9,1
34132,201404CA14076,2,1,1,1,28,6,3,0,0,0,0,0,9,1
34133,201404CA14076,2,3,2,1,25,5,3,0,0,1,0,0,9,1
34134,201404CA14076,2,4,2,1,22,5,3,0,0,2,0,0,9,1
34135,201404CA14076,2,5,2,2,2,1,3,0,0,2,0,0,9,1
34227,201404CA14136,1,1,2,2,18,4,3,0,0,1,0,0,9,1
34245,201404CA14147,1,1,1,2,54,8,2,0,0,0,0,0,19,1
34592,201404CJ14196,2,1,1,2,36,7,3,0,0,0,0,0,9,1
34700,201404CL14065,2,1,1,2,55,8,3,0,0,0,0,0,9,1
34719,201404CL14084,2,1,1,2,53,8,3,0,0,0,0,0,9,1
34747,201404CL14106,1,1,1,2,23,5,3,0,0,0,0,0,9,1
34751,201404CL14109,1,1,1,1,36,7,3,0,0,0,0,0,9,1
34752,201404CL14109,2,2,1,2,25,5,3,0,0,0,0,0,9,1
34843,201404CL14179,2,1,2,1,27,6,3,0,0,1,0,0,9,1
34949,201404DF14004,1,1,1,2,20,4,3,0,0,0,0,0,9,1
35097,201404DF14115,1,1,2,1,17,4,3,0,0,2,0,0,9,1
35113,201404DF14129,2,1,1,1,55,8,3,0,0,0,0,0,9,1
35593,201404EA14241,1,1,1,1,47,8,3,0,0,0,0,0,9,1
35594,201404EA14241,2,2,1,2,43,7,3,0,0,0,0,0,9,3
35690,201404ED14008,1,1,1,1,20,4,3,0,0,0,0,0,9,1
35752,201404ED14055,1,1,1,1,45,7,3,0,0,0,0,0,9,1
35769,201404ED14070,1,1,1,1,51,8,3,0,0,0,0,0,19,1
35770,201404ED14070,2,2,1,1,45,7,3,0,0,0,0,0,9,1
35771,201404ED14070,3,3,1,1,48,8,3,0,0,0,0,0,9,1
35790,201404ED14084,1,1,1,1,23,5,3,0,0,0,0,0,9,1
35791,201404ED14084,3,2,1,1,58,9,3,0,0,0,0,0,9,1
35796,201404ED14089,1,1,1,2,43,7,3,0,0,0,0,0,9,1
35802,201404ED14093,1,1,1,1,21,5,2,0,0,0,0,0,9,2
35803,201404ED14093,1,2,2,1,0,1,2,0,0,1,0,0,9,2
35842,201404ED14121,1,1,1,1,44,7,3,0,0,0,0,0,19,1
35843,201404ED14121,2,2,1,2,44,7,2,0,0,0,0,0,8,1
35891,201404ED14153,1,1,1,1,42,7,3,0,0,0,0,0,9,1
35892,201404ED14153,1,2,2,2,33,6,3,0,0,1,0,0,9,1
35893,201404ED14153,1,3,2,1,6,2,3,0,0,2,0,0,9,1
35902,201404EF14005,1,1,1,2,70,10,3,0,0,0,0,0,9,3
35903,201404EF14006,2,1,1,2,24,5,3,0,0,0,0,0,9,2
35906,201404EF14009,1,1,1,2,39,7,3,0,0,0,0,0,9,1
35908,201404EF14011,1,1,1,1,28,6,3,0,0,0,0,0,9,1
35917,201404EF14016,1,1,1,1,32,6,3,0,0,0,0,0,9,1
35918,201404EF14016,1,2,2,1,37,7,3,0,0,1,0,0,9,-1
35946,201404EF14040,1,1,1,2,40,7,3,0,0,0,0,0,9,1
35949,201404EF14044,1,1,1,2,38,7,3,0,0,0,0,0,9,1
35950,201404EF14044,1,2,2,1,34,6,3,0,0,1,0,0,9,1
35994,201404EF14071,1,1,1,1,29,6,3,0,0,0,0,0,9,1
36004,201404EF14078,1,1,1,2,21,5,3,0,0,0,0,0,9,1
36005,201404EF14078,2,2,1,2,24,5,3,0,0,0,0,0,9,1
36119,201404EG14063,2,1,2,2,43,7,3,0,0,1,0,0,9,1
36273,201404EL14113,2,1,1,1,20,4,3,0,0,0,0,0,9,1
36563,201404FA14058,1,1,1,1,41,7,3,0,0,0,0,0,9,1
36564,201404FA14058,2,2,1,2,23,5,3,0,0,0,0,0,9,1
36565,201404FA14058,2,3,2,2,73,10,3,0,0,1,0,0,9,3
36637,201404FA14111,1,1,1,2,48,8,3,0,0,0,0,0,9,1
36638,201404FA14111,1,3,2,2,15,3,3,0,0,1,0,0,9,1
36639,201404FA14111,2,2,1,2,36,7,3,0,0,0,0,0,9,1
36719,201404FB14039,2,1,1,1,47,8,1,0,0,0,0,0,9,1
36720,201404FB14039,2,3,2,1,49,8,1,0,0,1,0,0,9,1
36721,201404FB14039,3,2,1,1,34,6,3,0,0,0,0,0,9,1
36740,201404FB14050,2,1,1,1,36,7,3,0,0,0,0,0,9,-1
36871,201404FG14037,1,1,1,2,45,7,3,0,0,0,0,0,9,1
36919,201404FG14066,1,1,1,1,48,8,2,0,0,0,0,0,9,1
36920,201404FG14066,2,2,1,2,28,6,3,0,0,0,0,0,9,1
36921,201404FG14066,2,3,2,2,4,1,3,0,0,1,0,0,9,1
37114,201404SA14005,1,1,1,1,39,7,3,0,0,0,0,0,9,1
37115,201404SA14005,2,2,1,1,60,9,3,0,0,0,0,0,9,1
37116,201404SA14005,2,3,2,2,59,9,3,0,0,2,0,0,9,1
37117,201404SA14005,2,4,2,2,86,11,3,0,0,2,0,0,9,1
37118,201404SA14006,2,1,1,2,32,6,3,0,0,0,0,0,9,1
37147,201404SA14030,1,1,1,1,49,8,3,0,0,0,0,0,9,1
37148,201404SA14031,1,1,2,1,22,5,3,0,0,1,0,0,9,1
37154,201404SA14035,1,1,1,1,29,6,3,0,0,0,0,0,9,3
37155,201404SA14035,1,2,2,1,28,6,3,0,0,1,0,0,9,1
