,Acc_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
8369,200901KD50339,1,1,1,1,11,3,0,0,0,0,-1,9,1
8378,200901KD50349,1,1,1,1,10,3,0,0,0,0,-1,9,1
8380,200901KD50351,1,1,1,1,7,3,0,0,0,0,-1,9,1
8438,200901KD50402,1,1,2,2,11,3,0,0,2,0,-1,9,1
8439,200901KD50402,1,2,2,2,10,3,0,0,1,0,-1,9,2
8440,200901KD50402,1,3,2,2,9,3,0,0,2,0,-1,9,1
8496,200901KD50462,2,1,3,1,7,3,9,5,0,0,-1,0,1
8497,200901KD50462,2,2,3,1,7,3,9,5,0,0,-1,0,1
8498,200901KD50462,2,3,3,1,9,3,9,5,0,0,-1,0,1
8576,200901KD50530,1,1,1,1,6,3,0,0,0,0,-1,9,1
8623,200901KD50577,1,1,1,1,4,3,0,0,0,0,-1,9,1
13883,200901PY20650,1,1,1,2,8,3,0,0,0,0,-1,9,2
16841,200901SX20014,1,1,2,2,6,3,0,0,1,0,-1,9,-1
16910,200901SX20118,1,1,1,1,10,3,0,0,0,0,-1,19,3
16916,200901SX20124,1,1,1,1,6,3,0,0,0,0,-1,9,1
16917,200901SX20124,2,2,1,1,6,3,0,0,0,0,-1,19,-1
16986,200901SX20190,1,1,1,2,5,3,0,0,0,0,-1,9,1
17045,200901SX20258,1,1,1,1,4,3,0,0,0,0,-1,9,1
17046,200901SX20258,1,2,2,2,4,3,0,0,2,0,-1,9,1
17047,200901SX20258,1,3,2,1,5,3,0,0,1,0,-1,9,1
17063,200901SX20280,1,1,1,1,7,3,0,0,0,0,-1,9,1
17094,200901SX20314,1,1,1,1,6,3,0,0,0,0,-1,9,-1
17131,200901SX20346,1,1,1,1,8,2,0,0,0,0,-1,9,1
17247,200901SX20471,1,1,1,1,7,3,0,0,0,0,-1,5,-1
17289,200901SX20510,1,1,1,1,5,2,0,0,0,0,-1,5,1
17299,200901SX20519,1,1,1,2,6,3,0,0,0,0,-1,9,1
17301,200901SX20521,2,1,1,2,6,3,0,0,0,0,-1,9,1
17377,200901SX20585,1,1,1,1,6,3,0,0,0,0,-1,9,1
17378,200901SX20585,1,2,2,2,8,3,0,0,1,0,-1,9,1
17502,200901SX20705,1,1,1,2,5,3,0,0,0,0,-1,9,1
17503,200901SX20705,2,2,2,1,6,3,0,0,1,0,-1,9,1
17616,200901SX20813,1,1,1,1,-1,3,0,0,0,0,-1,9,-1
17755,200901SX20948,1,1,1,1,5,3,0,0,0,0,-1,9,1
17756,200901SX20948,1,2,2,2,5,3,0,0,1,0,-1,9,1
17764,200901SX20958,1,1,1,2,-1,3,0,0,0,0,-1,9,1
17765,200901SX20958,2,2,2,1,6,3,0,0,1,0,-1,9,-1
17926,200901SX21119,1,1,1,1,6,3,0,0,0,0,-1,9,1
17927,200901SX21119,1,2,2,1,9,3,0,0,1,0,-1,9,-1
17955,200901SX21146,1,1,2,2,6,3,0,0,1,0,-1,9,-1
18010,200901SX21201,1,1,1,2,6,3,0,0,0,0,-1,9,1
18015,200901SX21206,1,1,1,1,6,3,0,0,0,0,-1,9,1
18031,200901SX21221,1,1,2,2,9,3,0,0,1,0,-1,9,-1
18055,200901SX21240,1,1,1,1,5,3,0,0,0,0,-1,19,1
18124,200901SX21323,1,1,1,2,5,3,0,0,0,0,-1,9,1
18129,200901SX21329,1,1,1,1,5,3,0,0,0,0,-1,19,1
18396,200901TB00053,2,1,1,1,5,3,0,0,0,0,-1,90,-1
18397,200901TB00053,3,2,1,1,5,3,0,0,0,0,-1,9,1
18398,200901TB00053,6,3,1,1,6,3,0,0,0,0,-1,9,-1
18399,200901TB00053,7,4,1,2,7,3,0,0,0,0,-1,9,1
18437,200901TB00078,2,1,1,1,9,2,0,0,0,0,-1,9,1
18517,200901TB00150,1,1,2,1,1,2,0,0,2,0,-1,9,1
18518,200901TB00150,1,2,1,2,-1,3,0,0,0,0,-1,9,1
18551,200901TB00179,2,1,1,2,7,3,0,0,0,0,-1,90,-1
18870,200901TC00244,1,1,1,1,7,1,0,0,0,0,-1,9,-1
18893,200901TC00265,1,1,1,1,5,2,0,0,0,0,-1,9,1
18959,200901TC00324,3,1,1,1,7,2,0,0,0,0,-1,19,-1
20085,200901TX20023,1,1,1,2,5,3,0,0,0,0,-1,9,1
20086,200901TX20023,3,2,1,1,9,3,0,0,0,0,-1,9,3
20088,200901TX20026,1,1,1,2,9,3,0,0,0,0,-1,9,1
20089,200901TX20026,1,2,2,2,-1,3,0,0,1,0,-1,9,-1
20116,200901TX20051,1,1,1,1,7,3,0,0,0,0,-1,5,1
20154,200901TX20102,1,1,1,2,6,3,0,0,0,0,-1,9,1
20174,200901TX20117,1,1,1,2,-1,3,0,0,0,0,-1,9,1
20201,200901TX20148,2,1,2,2,9,3,0,0,1,0,-1,9,3
20251,200901TX20199,1,1,1,1,6,3,0,0,0,0,-1,9,1
20252,200901TX20199,1,2,2,2,-1,3,0,0,1,0,-1,9,-1
20262,200901TX20208,1,1,1,2,6,3,0,0,0,0,-1,9,1
20263,200901TX20208,2,2,1,2,5,3,0,0,0,0,-1,9,3
20264,200901TX20209,1,1,1,1,8,2,0,0,0,0,-1,5,1
20272,200901TX20216,3,1,1,1,6,3,0,0,0,0,-1,9,1
20275,200901TX20218,1,1,2,1,2,3,0,0,2,0,-1,9,1
20286,200901TX20231,1,1,1,1,11,2,0,0,0,0,-1,9,-1
20299,200901TX20246,1,1,2,2,2,2,0,0,2,0,-1,9,-1
20300,200901TX20246,1,2,2,2,6,3,0,0,1,0,-1,9,-1
20301,200901TX20246,1,3,1,1,-1,3,0,0,0,0,-1,9,-1
20336,200901TX20279,1,1,1,1,6,3,0,0,0,0,-1,9,1
20358,200901TX20298,1,1,2,2,-1,3,0,0,1,0,-1,9,1
20397,200901TX20338,2,1,1,1,6,3,0,0,0,0,-1,9,1
20417,200901TX20357,1,1,1,1,8,3,0,0,0,0,-1,19,1
20428,200901TX20371,2,1,1,1,8,3,0,0,0,0,-1,9,1
20446,200901TX20391,2,1,1,2,8,3,0,0,0,0,-1,9,1
20466,200901TX20412,1,1,1,1,7,3,0,0,0,0,-1,9,-1
20474,200901TX20421,1,1,1,1,7,3,0,0,0,0,-1,5,1
20478,200901TX20426,1,1,1,2,7,3,0,0,0,0,-1,9,1
20486,200901TX20434,1,1,1,1,7,3,0,0,0,0,-1,4,1
20497,200901TX20447,1,1,1,2,6,3,0,0,0,0,-1,9,1
20524,200901TX20470,2,1,1,1,4,3,0,0,0,0,-1,9,1
20525,200901TX20470,3,2,2,2,-1,3,0,0,1,0,-1,8,-1
20526,200901TX20470,3,3,1,1,7,3,0,0,0,0,-1,8,1
20534,200901TX20478,1,1,1,2,6,3,0,0,0,0,-1,9,1
20546,200901TX20493,1,1,1,2,6,3,0,0,0,0,-1,9,1
20630,200901TX20568,1,1,1,1,7,3,0,0,0,0,-1,5,1
20639,200901TX20578,1,1,1,2,6,3,0,0,0,0,-1,9,1
20640,200901TX20578,2,2,1,1,10,3,0,0,0,0,-1,8,1
20648,200901TX20588,2,1,1,1,5,3,0,0,0,0,-1,5,1
20685,200901TX20618,2,1,1,1,6,3,0,0,0,0,-1,5,1
20687,200901TX20623,2,1,2,2,5,3,0,0,0,0,-1,5,1
20704,200901TX20641,1,1,1,1,7,3,0,0,0,0,-1,10,1
20708,200901TX20644,1,1,1,1,8,2,0,0,0,0,-1,5,1
20750,200901TX20686,1,1,1,1,4,3,0,0,0,0,-1,5,-1
20752,200901TX20688,2,1,2,1,6,3,0,0,1,0,-1,9,1
20753,200901TX20688,2,2,2,1,6,3,0,0,2,0,-1,9,1
20754,200901TX20688,3,3,2,2,6,3,0,0,2,0,-1,9,1
20799,200901TX20728,1,1,1,1,7,3,0,0,0,0,-1,9,1
20810,200901TX20738,1,1,1,2,7,3,0,0,0,0,-1,9,1
20811,200901TX20738,1,2,2,1,7,3,0,0,1,0,-1,9,1
20812,200901TX20738,1,3,2,1,1,3,0,0,2,0,-1,9,1
20817,200901TX20745,1,1,1,1,5,2,0,0,0,0,-1,9,-1
20821,200901TX20748,1,1,1,2,9,3,0,0,0,0,-1,9,1
20845,200901TX20771,1,2,1,1,7,3,0,0,0,0,-1,9,3
20846,200901TX20771,2,1,2,1,2,3,0,0,1,0,-1,9,-1
20894,200901TX20826,1,1,1,2,5,3,0,0,0,0,-1,9,1
20895,200901TX20826,1,2,2,1,6,3,0,0,1,0,-1,9,1
20907,200901TX29030,1,1,1,2,4,3,0,0,0,0,-1,9,1
20908,200901TX29030,1,2,2,2,4,3,0,0,1,0,-1,9,1
23836,200901XH30095,2,1,2,1,-1,3,0,0,2,0,-1,9,1
23838,200901XH30098,1,1,1,1,5,3,0,0,0,0,-1,9,1
23839,200901XH30098,2,2,2,1,5,3,0,0,1,0,-1,9,1
23851,200901XH30108,1,1,2,2,5,3,0,0,1,0,-1,9,1
23869,200901XH30124,1,1,2,2,6,3,0,0,2,0,-1,9,1
23881,200901XH30139,1,1,2,1,7,3,0,0,1,0,-1,9,1
23885,200901XH30144,1,1,1,1,6,3,0,0,0,0,-1,9,1
23886,200901XH30144,2,2,1,1,8,3,0,0,0,0,-1,9,1
23887,200901XH30146,1,1,1,2,-1,3,0,0,0,0,-1,9,2
23889,200901XH30149,1,1,1,2,4,3,0,0,0,0,-1,9,1
23890,200901XH30150,1,1,1,1,6,3,0,0,0,0,-1,9,2
23921,200901XH30188,1,1,1,1,4,3,0,0,0,0,-1,9,1
23922,200901XH30188,1,2,2,1,4,3,0,0,1,0,-1,9,-1
23923,200901XH30188,3,3,1,2,5,3,0,0,0,0,-1,9,-1
23998,200901XH30256,2,1,1,2,8,3,0,0,0,0,-1,9,1
24003,200901XH30264,2,1,1,1,6,3,0,0,0,0,-1,5,3
24007,200901XH30268,1,1,1,2,6,3,0,0,0,0,-1,9,1
24008,200901XH30268,1,2,2,1,5,3,0,0,1,0,-1,9,1
24009,200901XH30269,1,1,2,1,8,3,0,0,2,0,-1,9,-1
24010,200901XH30269,2,3,1,1,7,3,0,0,0,0,-1,9,-1
24011,200901XH30269,3,2,1,1,7,2,0,0,0,0,-1,9,1
24025,200901XH30284,3,1,2,2,7,3,0,0,1,0,-1,9,1
24026,200901XH30284,5,2,1,2,9,3,0,0,0,0,-1,9,1
24039,200901XH30297,1,1,1,1,8,3,0,0,0,0,-1,8,1
24050,200901XH30305,1,1,2,1,7,3,0,0,1,0,-1,9,1
24051,200901XH30305,2,2,1,2,7,3,0,0,0,0,-1,9,-1
24169,200901XH30412,1,1,1,1,9,3,0,0,0,0,-1,9,1
24174,200901XH30415,1,1,1,1,7,3,0,0,0,0,-1,9,-1
24201,200901XH30441,1,1,1,1,9,2,0,0,0,0,-1,5,-1
24208,200901XH30451,2,1,1,1,8,3,0,0,0,0,-1,9,-1
24219,200901XH30460,1,1,1,2,5,3,0,0,0,0,-1,9,-1
24239,200901XH30480,1,1,1,1,5,3,0,0,0,0,-1,9,-1
24248,200901XH30488,2,1,1,1,5,3,0,0,0,0,-1,9,1
24255,200901XH30501,1,1,1,1,5,3,0,0,0,0,-1,9,1
24263,200901XH30511,1,1,1,1,7,3,0,0,0,0,-1,9,1
24286,200901XH30536,1,1,2,1,5,3,0,0,1,0,-1,9,1
24287,200901XH30537,2,1,1,2,6,3,0,0,0,0,-1,9,1
24288,200901XH30537,3,2,1,1,4,3,0,0,0,0,-1,9,1
24289,200901XH30537,3,3,2,1,4,3,0,0,2,0,-1,9,-1
24290,200901XH30537,3,4,2,1,5,3,0,0,1,0,-1,9,-1
24297,200901XH30543,1,1,1,1,6,3,0,0,0,0,-1,9,1
24298,200901XH30543,1,2,2,1,4,3,0,0,1,0,-1,9,1
24299,200901XH30543,1,3,2,1,-1,3,0,0,2,0,-1,9,-1
24300,200901XH30543,2,4,2,2,6,3,0,0,1,0,-1,9,1
24301,200901XH30544,1,1,1,1,6,3,0,0,0,0,-1,5,-1
24316,200901XH30561,1,1,1,1,10,2,0,0,0,0,-1,9,-1
24317,200901XH30561,6,2,1,1,11,3,0,0,0,0,-1,90,-1
24318,200901XH30561,6,3,2,2,-1,2,0,0,0,0,-1,90,-1
24394,200901XH30636,1,1,1,1,6,3,0,0,0,0,-1,9,-1
24395,200901XH30638,1,1,1,1,8,3,0,0,0,0,-1,5,1
24396,200901XH30639,1,1,1,1,8,3,0,0,0,0,-1,9,1
24397,200901XH30640,1,1,1,1,7,3,0,0,0,0,-1,9,-1
24412,200901XH30656,1,1,1,1,7,3,0,0,0,0,-1,9,-1
24416,200901XH30660,1,2,2,1,7,2,0,0,2,0,-1,9,-1
24417,200901XH30660,2,1,1,1,6,3,0,0,0,0,-1,9,1
24432,200901XH30675,2,1,1,2,4,3,0,0,0,0,-1,9,1
24439,200901XH30680,2,1,1,2,7,3,0,0,0,0,-1,5,1
24537,200901XH30766,1,1,2,2,2,3,0,0,2,0,-1,9,1
24538,200901XH30766,1,2,2,2,7,3,0,0,1,0,-1,9,1
24539,200901XH30766,2,3,2,1,-1,3,0,0,2,0,-1,9,1
24540,200901XH30766,2,4,2,2,-1,3,0,0,1,0,-1,9,1
24555,200901XH30779,1,1,1,1,8,3,0,0,0,0,-1,9,1
24579,200901XH30798,1,1,1,2,7,3,0,0,0,0,-1,9,1
24584,200901XH30803,1,1,1,2,6,2,0,0,0,0,-1,9,1
24597,200901XH30815,2,1,1,2,6,3,0,0,0,0,-1,9,1
24620,200901XH30835,1,1,1,1,7,3,0,0,0,0,-1,9,1
24621,200901XH30835,2,2,1,1,7,3,0,0,0,0,-1,19,1
24654,200901XH39036,2,1,1,1,6,3,0,0,0,0,-1,9,1
24656,200901XH76840,2,1,1,1,8,2,0,0,0,0,-1,3,-1
24692,200901YE80040,1,1,1,2,7,2,0,0,0,0,-1,9,1
24708,200901YE80056,2,1,2,1,5,3,0,0,1,0,-1,9,1
24729,200901YE80081,1,1,1,1,7,3,0,0,0,0,-1,9,2
24730,200901YE80081,2,2,1,1,9,3,0,0,0,0,-1,9,1
24749,200901YE80104,1,1,1,1,6,3,0,0,0,0,-1,9,1
24750,200901YE80104,1,2,2,1,6,3,0,0,1,0,-1,9,-1
24751,200901YE80104,1,3,2,2,7,3,0,0,2,0,-1,9,-1
24776,200901YE80128,2,1,1,1,9,3,0,0,0,0,-1,9,1
24800,200901YE80158,2,1,1,2,10,2,0,0,0,0,-1,9,1
24801,200901YE80158,2,2,2,1,10,3,0,0,1,0,-1,9,1
24832,200901YE80185,1,1,1,2,5,3,0,0,0,0,-1,9,1
24839,200901YE80192,3,1,1,1,7,2,0,0,0,0,-1,9,3
24840,200901YE80192,4,2,1,1,7,3,0,0,0,0,-1,19,1
24842,200901YE80194,1,1,2,2,11,3,0,0,1,0,-1,9,1
24843,200901YE80194,2,2,1,2,5,3,0,0,0,0,-1,9,1
24844,200901YE80194,2,3,2,1,7,3,0,0,1,0,-1,9,1
24880,200901YE80232,1,1,1,1,4,3,0,0,0,0,-1,8,1
24884,200901YE80237,1,1,1,2,6,3,0,0,0,0,-1,9,1
24892,200901YE80247,1,1,1,1,4,2,0,0,0,0,-1,9,-1
24970,200901YE80310,2,1,1,1,6,3,0,0,0,0,-1,9,1
25073,200901YE80400,3,1,1,1,6,3,0,0,0,0,-1,9,-1
25074,200901YE80403,2,1,1,2,8,3,0,0,0,0,-1,9,1
25094,200901YE80425,2,1,1,1,4,3,0,0,0,0,-1,9,1
25095,200901YE80426,1,1,2,2,6,3,0,0,1,0,-1,9,-1
25096,200901YE80426,2,2,2,1,2,3,0,0,2,0,-1,9,1
25097,200901YE80426,2,3,2,2,3,3,0,0,2,0,-1,9,1
25101,200901YE80430,1,1,1,1,6,3,0,0,0,0,-1,19,1
25102,200901YE80430,2,2,1,1,8,3,0,0,0,0,-1,9,1
25103,200901YE80430,3,3,1,1,7,3,0,0,0,0,-1,9,1
25104,200901YE80430,4,4,1,1,7,3,0,0,0,0,-1,9,1
25238,200901YE80562,1,1,1,1,7,3,0,0,0,0,-1,9,1
25239,200901YE80562,2,2,1,1,8,3,0,0,0,0,-1,9,1
25253,200901YE80573,1,1,1,1,7,3,0,0,0,0,-1,9,1
25311,200901YE80619,2,1,1,1,7,3,0,0,0,0,-1,9,1
25322,200901YE80634,1,1,1,1,7,3,0,0,0,0,-1,9,1
25330,200901YE80641,2,1,1,2,8,3,0,0,0,0,-1,9,2
25431,200901YE80724,2,1,1,2,5,3,0,0,0,0,-1,9,1
25456,200901YE80742,1,1,1,1,8,3,0,0,0,0,-1,19,1
25462,200901YE80748,1,1,1,2,6,3,0,0,0,0,-1,9,1
25463,200901YE80748,2,2,1,2,10,3,0,0,0,0,-1,9,3
25493,200901YE80768,2,1,1,1,5,3,0,0,0,0,-1,9,1
25494,200901YE80768,3,2,1,1,5,3,0,0,0,0,-1,9,-1
25496,200901YE80771,1,1,1,1,8,3,0,0,0,0,-1,9,1
25497,200901YE80771,2,2,1,1,9,2,0,0,0,0,-1,9,1
25529,200901YE80804,1,1,1,2,9,3,0,0,0,0,-1,9,3
25549,200901YE80822,1,1,2,2,11,3,0,0,2,0,-1,9,1
25555,200901YE80826,1,1,1,1,8,3,0,0,0,0,-1,9,2
25556,200901YE80826,1,2,2,2,9,3,0,0,1,0,-1,9,2
25557,200901YE80826,2,3,1,1,6,3,0,0,0,0,-1,9,1
25568,200901YE80839,1,1,1,1,4,3,0,0,0,0,-1,9,1
25604,200901YE80878,1,1,1,2,5,3,0,0,0,0,-1,9,1
25605,200901YE80878,1,2,2,2,8,3,0,0,2,0,-1,9,1
25606,200901YE89001,1,1,1,2,6,3,0,0,0,0,-1,9,1
25615,200901YE89045,1,1,1,2,5,3,0,0,0,0,-1,9,2
28023,2009030000006,1,1,1,1,5,3,0,0,0,0,-1,9,-1
28024,2009030000006,1,2,2,1,5,3,0,0,1,0,-1,9,1
28025,2009030000006,3,3,2,2,8,3,0,0,1,0,-1,9,1
28044,2009030000059,1,1,1,1,5,3,0,0,0,0,-1,9,1
28045,2009030000060,1,1,1,1,5,3,0,0,0,0,-1,9,1
28046,2009030000060,1,2,2,1,6,3,0,0,1,0,-1,9,1
28054,2009030000071,3,1,1,2,5,3,0,0,0,0,-1,9,-1
28055,2009030000071,3,3,2,1,4,3,0,0,1,0,-1,9,3
28056,2009030000071,4,2,1,1,7,3,0,0,0,0,-1,9,-1
28114,2009030000167,1,1,1,1,6,2,0,0,0,0,-1,9,1
28205,2009030000306,1,1,2,2,6,3,0,0,0,0,-1,19,1
28269,2009030000417,2,1,1,1,6,3,0,0,0,0,-1,9,1
28282,2009030000439,1,1,1,1,7,3,0,0,0,0,-1,21,-1
28312,2009030000507,1,1,1,1,6,3,0,0,0,0,-1,9,1
28328,2009030000559,1,1,1,1,7,2,0,0,0,0,-1,9,1
28329,2009030000559,1,2,2,1,7,3,0,0,1,0,-1,9,1
28348,2009030000620,2,1,1,1,6,3,0,0,0,0,-1,9,1
28352,2009030000629,1,1,2,2,4,2,0,0,1,0,-1,9,3
28356,2009030000635,1,1,1,1,6,3,0,0,0,0,-1,20,1
28423,2009030000736,1,1,1,2,7,3,0,0,0,0,-1,9,3
28476,2009030000844,1,1,1,1,7,3,0,0,0,0,-1,9,1
28527,2009030000935,1,1,1,2,6,3,0,0,0,0,-1,9,1
28608,2009030001084,1,1,1,1,4,3,0,0,0,0,-1,9,-1
28644,2009030001135,1,1,1,1,9,3,0,0,0,0,-1,9,1
28653,2009030001154,1,1,1,1,6,3,0,0,0,0,-1,9,1
28654,2009030001154,1,3,2,1,6,3,0,0,1,0,-1,9,1
28655,2009030001154,2,2,2,2,5,3,0,0,2,0,-1,9,3
28661,2009030001168,1,1,1,1,11,3,0,0,0,0,-1,9,2
28662,2009030001168,2,2,1,1,6,3,0,0,0,0,-1,9,1
28734,2009030001267,1,1,1,1,7,3,0,0,0,0,-1,9,1
28742,2009030001281,1,1,1,2,6,3,0,0,0,0,-1,9,1
28760,2009030001334,2,1,2,1,5,3,0,0,1,0,-1,9,2
28765,2009030001348,1,1,2,1,6,3,0,0,1,0,-1,9,1
28766,2009030001349,1,1,1,1,6,3,0,0,0,0,-1,9,3
28793,2009030001386,2,1,2,2,6,2,0,0,1,0,-1,9,3
28873,2009030001552,1,1,1,1,6,3,0,0,0,0,-1,9,2
28878,2009030001558,1,1,1,1,5,3,0,0,0,0,-1,9,2
28891,2009030001584,1,1,1,1,4,3,0,0,0,0,-1,9,1
28901,2009030001594,1,1,1,2,8,3,0,0,0,0,-1,9,2
28902,2009030001594,2,2,1,1,6,3,0,0,0,0,-1,9,1
28903,2009030001594,2,3,2,1,4,3,0,0,1,0,-1,9,1
28904,2009030001594,2,4,2,1,5,3,0,0,2,0,-1,9,1
28905,2009030001595,2,1,2,2,7,3,0,0,1,0,-1,9,2
28973,2009030001712,2,1,1,2,8,3,0,0,0,0,-1,9,2
28981,2009030001735,1,1,1,1,7,3,0,0,0,0,-1,19,2
28982,2009030001735,1,2,2,1,7,2,0,0,0,0,-1,19,2
28983,2009030001735,1,3,2,1,6,3,0,0,0,0,-1,19,3
28984,2009030001735,1,4,2,1,7,3,0,0,0,0,-1,19,1
29044,2009030001835,2,1,1,1,10,3,0,0,0,0,-1,9,1
29045,2009030001835,2,2,2,2,10,3,0,0,1,0,-1,9,1
29047,2009030001837,1,1,1,2,5,3,0,0,0,0,-1,9,1
29048,2009030001837,1,2,2,2,4,3,0,0,1,0,-1,9,-1
29049,2009030001837,1,3,2,1,4,3,0,0,2,0,-1,9,1
29050,2009030001838,2,1,1,1,10,3,0,0,0,0,-1,9,1
29051,2009030001838,2,2,2,2,10,3,0,0,1,0,-1,9,1
29098,2009030001912,1,1,3,1,4,1,10,9,0,0,-1,0,1
29182,2009030002027,1,1,1,1,7,2,0,0,0,0,-1,9,1
29191,2009030002041,1,1,1,1,5,2,0,0,0,0,-1,19,3
29192,2009030002041,1,2,2,1,6,3,0,0,1,0,-1,19,1
29208,2009030002072,2,1,1,1,7,3,0,0,0,0,-1,5,2
29209,2009030002072,2,2,2,2,7,3,0,0,0,0,-1,5,2
29255,2009030002140,1,1,2,2,8,3,0,0,1,0,-1,9,3
29274,2009030002173,2,1,1,1,5,2,0,0,0,0,-1,9,2
29275,2009030002173,2,2,2,2,4,2,0,0,1,0,-1,9,1
29302,2009030002235,1,1,1,2,4,3,0,0,0,0,-1,9,2
29303,2009030002235,1,2,2,1,6,3,0,0,1,0,-1,9,2
29307,2009030002241,2,1,1,1,8,3,0,0,0,0,-1,21,3
29310,2009030002244,1,1,1,1,7,3,0,0,0,0,-1,19,1
29329,2009030002293,1,1,1,1,9,1,0,0,0,0,-1,5,2
29380,2009030002378,1,1,1,1,8,3,0,0,0,0,-1,19,1
29381,2009030002378,1,2,2,2,5,2,0,0,0,0,-1,19,1
29382,2009030002378,1,3,2,1,5,3,0,0,0,0,-1,19,1
29585,2009030002726,1,1,2,1,4,3,0,0,1,0,-1,19,3
29593,2009030002739,1,1,1,1,9,2,0,0,0,0,-1,21,1
29594,2009030002740,1,1,1,1,5,2,0,0,0,0,-1,5,1
29595,2009030002740,2,2,1,1,6,3,0,0,0,0,-1,9,1
29612,2009030002761,1,1,1,1,7,3,0,0,0,0,-1,9,1
29648,2009030002818,1,1,1,1,8,3,0,0,0,0,-1,9,1
29649,2009030002818,1,2,2,2,8,3,0,0,1,0,-1,9,1
29652,2009030002820,1,1,1,1,8,3,0,0,0,0,-1,19,-1
29681,2009030002866,1,1,2,1,6,2,0,0,2,0,-1,9,-1
29838,2009030003122,2,1,1,2,10,3,0,0,0,0,-1,9,3
29969,2009030003374,2,1,1,1,9,3,0,0,0,0,-1,9,1
29976,2009030003384,1,1,1,2,6,3,0,0,0,0,-1,9,-1
30068,200904AL09015,1,1,1,1,6,3,0,0,0,0,-1,9,1
30069,200904AL09015,2,2,1,2,6,3,0,0,0,0,-1,9,1
30190,200904AL09087,1,2,2,2,8,3,0,0,2,0,-1,8,1
30191,200904AL09087,2,1,1,1,8,3,0,0,0,0,-1,5,1
30256,200904AL09132,2,1,1,2,4,3,0,0,0,0,-1,9,1
30257,200904AL09132,2,2,2,1,4,3,0,0,1,0,-1,9,1
30258,200904AL09132,2,3,2,2,7,3,0,0,2,0,-1,9,1
30690,200904AM09214,2,1,2,2,7,3,0,0,2,0,-1,9,1
30691,200904AM09214,2,2,2,1,1,3,0,0,2,0,-1,9,-1
31225,200904BA09073,1,1,1,1,5,2,0,0,0,0,-1,3,1
